变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
874,16,3,1,12,63,1.2083701625,1.2083701625,1.2083701625,1.3833174625000002,平
745,22,3,2,17,85,1.1791079624999998,1.1791079624999998,1.1791079624999998,2.0034781374999993,平
915,16,3,4,9,35,1.2265346875,1.2265346875,1.2265346875,1.2992623750000003,平
719,17,6,1,10,54,1.055420225,1.055420225,1.055420225,1.1980797625000004,平
512,12,2,1,9,44,0.9915555625,1.1161681750000005,0.9915555625,1.1161681750000005,胜
110,2,0,0,2,2,0.101589,0.101589,0.9256436125000003,0.101589,平
32,1,1,0,0,0,0.03278496249999999,0.03278496249999999,0.8721496499999997,0.03278496249999999,平
250,3,1,0,2,5,0.19262543750000002,0.19262543750000002,0.9646349125000002,0.19262543750000002,平
368,6,0,1,5,10,0.48268101249999995,0.48268101249999995,1.0321504624999995,0.48268101249999995,平
632,15,2,2,11,14,1.1308100375,0.6401319500000002,1.1308100375,0.6401319500000002,负
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.0586377274999998,0.8450118274999999,0.760147905,0.7235413575,0.7110800962500001
策略1胜于策略2:1
策略1平于策略2:8
策略1负于策略2:1
