变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
165,0,0,0,0,0,0.0785918625,0.0785918625,0.9074149000000002,0.0785918625,平
711,10,4,0,6,54,1.4681852250000003,1.04779195,1.04779195,1.4681852250000003,负
331,10,2,2,6,25,0.5658005250000001,0.5658005250000001,0.9213081874999999,0.5658005250000001,平
350,7,2,1,4,20,0.6923750124999999,0.6923750124999999,0.9410123624999999,0.6923750124999999,平
154,4,0,0,4,40,0.9817089374999999,0.9817089374999999,0.8732080749999998,0.9817089374999999,平
974,16,8,0,8,80,1.0850992874999998,1.0850992874999998,1.0850992874999998,1.8241259624999995,平
965,12,5,1,6,14,1.1470019749999998,1.1470019749999998,1.1470019749999998,0.8064514125000001,平
510,14,3,4,7,39,1.0262435250000004,0.9917052000000002,1.0262435250000004,0.9917052000000002,负
162,4,0,0,4,4,0.12148010000000002,0.12148010000000002,0.8787996500000002,0.12148010000000002,平
790,22,3,2,17,61,0.8756617124999998,0.8756617124999998,0.8756617124999998,1.1333759250000006,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.9703541624999998,0.8663800162500002,0.80421481625,0.7587216562499999,0.71381651375
策略1胜于策略2:0
策略1平于策略2:8
策略1负于策略2:2
