变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
318,5,2,0,3,15,0.5058970874999998,0.5058970874999998,0.9870544875,0.5058970874999998,平
222,2,1,0,1,1,0.13942013749999996,0.13942013749999996,0.9634427624999995,0.13942013749999996,平
906,22,6,0,16,39,1.1112341625000004,1.1112341625000004,1.1112341625000004,1.2927833874999997,平
373,7,2,2,3,37,1.16924525,1.16924525,1.0257998499999998,1.16924525,平
110,2,1,1,0,1,0.11627340000000001,0.11627340000000001,0.9270013875000002,0.11627340000000001,平
847,16,2,0,14,32,1.0921395374999996,1.0921395374999996,1.0921395374999996,1.1536092124999997,平
107,1,0,0,1,3,0.14330646249999995,0.14330646249999995,0.9239330375000001,0.14330646249999995,平
251,2,0,0,2,18,0.5884661124999997,0.5884661124999997,0.9806718625,0.5884661124999997,平
537,11,3,1,7,13,0.5744926125,0.5744926125,1.057109425,0.5744926125,平
954,11,3,2,6,39,1.1646211999999998,1.3225800749999994,1.3225800749999994,1.1646211999999998,胜
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.03909665875,0.6848114862499999,0.66050959625,0.67630548375,0.6461650562499999
策略1胜于策略2:1
策略1平于策略2:9
策略1负于策略2:0
