变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
912,11,0,1,10,42,1.02505675,1.327385787499999,1.327385787499999,1.02505675,胜
138,2,0,0,2,6,0.20330602499999997,0.20330602499999997,0.9591181000000001,0.20330602499999997,平
272,3,0,0,3,3,0.20287857499999995,0.20287857499999995,1.029055375,0.20287857499999995,平
293,4,1,1,2,4,0.20965676249999995,0.20965676249999995,1.018364025,0.20965676249999995,平
754,19,6,1,12,46,1.0904342875,1.0904342875,1.0904342875,1.1916381374999996,平
794,14,4,1,9,33,1.1772209375,1.1772209375,1.1772209375,0.9494532124999999,平
424,7,2,3,2,52,1.261297425,1.261297425,1.1198300625000004,1.261297425,平
653,11,3,1,7,16,0.8203661875,0.8203661875,1.1048728374999999,0.8203661875,平
620,7,2,1,4,6,0.4760416874999998,0.4760416874999998,1.16847005,0.4760416874999998,平
953,13,2,1,10,34,1.203248975,1.203248975,1.203248975,1.2621367875,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.11980004375,0.7601831549999999,0.76695076125,0.7971836649999999,0.7300272525
策略1胜于策略2:1
策略1平于策略2:9
策略1负于策略2:0
