变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
99,3,0,1,2,20,0.4570378625,0.4570378625,0.8466346875000003,0.4570378625,平
14,0,0,0,0,0,0.007617512500000004,0.007617512500000004,0.8240867999999999,0.007617512500000004,平
229,3,0,0,3,34,0.5349453625,0.5349453625,0.8965203249999998,0.5349453625,平
779,13,2,0,11,80,1.0775138000000004,1.0775138000000004,1.0775138000000004,1.6287046874999995,平
179,4,1,0,3,3,0.18682002499999997,0.18682002499999997,0.8743680749999998,0.18682002499999997,平
501,7,2,0,5,28,0.7002973625000001,0.7002973625000001,0.9789558749999999,0.7002973625000001,平
480,12,4,2,6,27,0.9793727249999998,0.8494251625,0.9793727249999998,0.8494251625,负
393,8,4,2,2,8,0.37517965,0.37517965,0.9279208750000004,0.37517965,平
668,11,3,2,6,37,1.0260297875000002,1.0260297875000002,1.0898408625000002,1.0260297875000002,平
247,0,0,0,0,0,0.11387861249999998,0.11387861249999998,0.9146421000000002,0.11387861249999998,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.9409856125000001,0.5879936025,0.54586927,0.53287451375,0.53287451375
策略1胜于策略2:0
策略1平于策略2:9
策略1负于策略2:1
