变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
337,7,0,2,5,36,0.8203448124999999,0.8203448124999999,1.0530252750000002,0.8203448124999999,平
269,3,2,1,0,1,0.19324015000000003,0.19324015000000003,0.9814683874999999,0.19324015000000003,平
141,5,0,1,4,20,0.6634498375,0.6634498375,0.9704402124999998,0.6634498375,平
522,10,2,1,7,51,1.0735365249999995,1.0735365249999995,1.0758727375,1.0735365249999995,平
923,14,3,0,11,49,1.1172480750000002,1.1172480750000002,1.1172480750000002,1.4563018125,平
799,16,4,3,9,37,1.02991065,1.02991065,1.02991065,1.2035804749999996,平
925,14,2,0,12,48,1.2157579125,1.2157579125,1.2157579125,1.2845778625000002,平
900,15,2,6,7,61,1.2308219750000002,1.2308219750000002,1.2308219750000002,1.6345688374999994,平
626,10,1,1,8,42,1.2907574499999994,1.2907574499999994,1.1580514000000002,1.2907574499999994,平
980,12,5,2,5,15,1.2673915625000003,1.2673915625000003,1.2673915625000003,0.7676045249999999,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.1099988187499998,1.0387962287499997,0.9902458949999999,0.9902458949999999,0.9269965862499999
策略1胜于策略2:0
策略1平于策略2:10
策略1负于策略2:0
