变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
185,1,0,0,1,1,0.10910492500000005,0.10910492500000005,0.8741060624999998,0.10910492500000005,平
571,11,4,2,5,16,0.5983129374999999,0.5983129374999999,1.0177011250000005,0.5983129374999999,平
648,12,3,0,9,50,1.0394420125,1.3036030375000007,1.0394420125,1.3036030375000007,胜
969,17,2,4,11,18,1.1825773375000002,1.1825773375000002,1.1825773375000002,0.7903715999999997,平
330,11,2,3,6,44,0.6956145499999998,0.6956145499999998,0.9505222625000005,0.6956145499999998,平
922,21,2,7,12,51,1.2125077624999998,1.2125077624999998,1.2125077624999998,1.1983737499999993,平
516,7,3,1,3,4,0.3924355125,0.3924355125,1.0579860125000007,0.3924355125,平
927,16,2,3,11,47,1.1497977250000007,1.1497977250000007,1.1497977250000007,1.2772757000000001,平
994,22,3,3,16,66,1.3077192875000003,1.3077192875000003,1.3077192875000003,1.554790225,平
656,11,2,2,7,53,1.0947161250000004,1.0947161250000004,1.0847464,1.0947161250000004,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.0877105987500002,0.9014598362499999,0.8782228175,0.9046389200000002,0.83659187
策略1胜于策略2:1
策略1平于策略2:9
策略1负于策略2:0
