变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
529,8,1,0,7,61,1.1899437000000002,1.1899437000000002,1.0183641,1.1899437000000002,平
240,3,1,0,2,35,0.6163544625000001,0.6163544625000001,0.8943020999999997,0.6163544625000001,平
570,10,4,2,4,10,0.5246764124999999,0.5246764124999999,1.0051602624999998,0.5246764124999999,平
731,16,3,1,12,101,1.055152825,1.055152825,1.055152825,2.0203436249999998,平
629,10,2,0,8,47,1.1200278249999993,1.1200278249999993,1.0215767875000004,1.1200278249999993,平
918,12,3,3,6,43,1.1694590749999993,1.1694590749999993,1.1694590749999993,1.4229395750000005,平
574,9,1,2,6,8,0.44363088750000007,0.44363088750000007,1.0166160125,0.44363088750000007,平
439,8,1,0,7,18,0.5509770500000002,0.5509770500000002,0.978661775,0.5509770500000002,平
68,1,0,0,1,1,0.05012088749999999,0.05012088749999999,0.8478855999999997,0.05012088749999999,平
631,13,2,2,9,52,1.0645665750000002,1.0154935,1.0645665750000002,1.0154935,负
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.00717451125,0.8954507925000001,0.7784909699999998,0.7735836624999999,0.74658059875
策略1胜于策略2:0
策略1平于策略2:9
策略1负于策略2:1
