变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
179,3,0,0,3,13,0.2724523,0.2724523,0.9325822874999996,0.2724523,平
150,4,1,1,2,9,0.28474181249999997,0.28474181249999997,0.937297125,0.28474181249999997,平
681,13,2,1,10,15,1.1253359874999993,0.6266982999999998,1.1253359874999993,0.6266982999999998,负
674,9,3,0,6,32,1.0215553875000005,1.0215553875000005,1.1197819125000001,1.0215553875000005,平
602,16,4,2,10,54,1.119375675,1.3891603125,1.119375675,1.3891603125,胜
939,16,5,2,9,15,1.2192859374999996,1.2192859374999996,1.2192859374999996,0.7842028500000002,平
688,13,2,2,9,55,1.13490475,1.1095876999999994,1.13490475,1.1095876999999994,负
940,11,1,3,7,47,1.1342739250000005,1.2355367249999998,1.2355367249999998,1.1342739250000005,胜
968,11,3,2,6,66,1.3631537125000004,1.2492483500000002,1.2492483500000002,1.3631537125000004,负
724,12,1,3,8,74,1.1509364250000003,1.1509364250000003,1.1509364250000003,1.9020976500000006,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.1224285175,0.9887923950000002,0.9826015912500001,0.9559203249999999,0.8753072725000001
策略1胜于策略2:2
策略1平于策略2:5
策略1负于策略2:3
