变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
684,13,1,1,11,56,1.1342419000000004,1.56610695,1.1342419000000004,1.56610695,胜
406,8,1,3,4,18,0.7261222,0.7261222,1.0426440375000008,0.7261222,平
765,9,3,1,5,23,1.0487006624999997,1.1173602875,1.1173602875,1.0487006624999997,胜
378,8,2,2,4,10,0.5125898999999998,0.5125898999999998,0.9607753000000004,0.5125898999999998,平
678,7,1,2,4,62,1.6204723499999996,1.6204723499999996,1.1118381375,1.6204723499999996,平
395,10,1,0,9,28,0.7832298500000002,0.7832298500000002,1.0126602375000004,0.7832298500000002,平
858,16,3,0,13,33,1.1064230999999998,1.1064230999999998,1.1064230999999998,0.8747582625000005,平
542,9,2,1,6,51,1.1927339999999997,1.1927339999999997,1.0539501125,1.1927339999999997,平
482,10,3,1,6,7,0.37018688749999995,0.37018688749999995,1.0348018875,0.37018688749999995,平
929,15,2,3,10,38,1.1376096125000001,1.1376096125000001,1.1376096125000001,1.1438053249999998,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.0712304612500003,0.98387063875,0.96323104625,1.0132835137499998,0.8753227525
策略1胜于策略2:2
策略1平于策略2:8
策略1负于策略2:0
