变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
297,6,0,0,6,40,0.8090921875000001,0.8090921875000001,0.9324005125000003,0.8090921875000001,平
509,7,3,0,4,8,0.39011551250000015,0.39011551250000015,1.0071221125,0.39011551250000015,平
487,11,1,1,9,50,1.0534421750000003,1.0534421750000003,0.9819280125000003,1.0534421750000003,平
671,12,1,2,9,40,1.0639518875000005,1.2273792499999998,1.0639518875000005,1.2273792499999998,胜
700,13,2,4,7,20,1.0634119125000001,0.697170175,1.0634119125000001,0.697170175,负
451,9,0,2,7,56,0.881189075,0.881189075,0.9945116500000003,0.881189075,平
963,17,4,1,12,28,1.0159210749999998,1.0159210749999998,1.0159210749999998,1.0683351875000004,平
545,7,2,2,3,52,1.195925437499999,1.195925437499999,1.0084210875,1.195925437499999,平
241,3,0,0,3,4,0.1925987125,0.1925987125,0.887315225,0.1925987125,平
924,12,2,1,9,25,1.1545126375,1.1545126375,1.1545126375,0.7790442750000002,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.01094961125,0.82942919875,0.8820160612499999,0.8617346237499998,0.7819432000000002
策略1胜于策略2:1
策略1平于策略2:8
策略1负于策略2:1
