变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
375,4,0,1,3,13,0.34298812500000003,0.34298812500000003,0.9475288000000001,0.34298812500000003,平
961,13,4,0,9,71,1.1713354374999996,1.1713354374999996,1.1713354374999996,1.7377346250000005,平
224,2,1,0,1,1,0.16045002500000005,0.16045002500000005,0.8627947000000006,0.16045002500000005,平
184,2,0,0,2,2,0.14466954999999998,0.14466954999999998,0.8912442999999998,0.14466954999999998,平
121,5,2,1,2,3,0.13341156250000002,0.13341156250000002,0.8733043000000003,0.13341156250000002,平
184,0,0,0,0,0,0.09341537499999997,0.09341537499999997,0.8761053875,0.09341537499999997,平
160,2,1,1,0,1,0.11168679999999995,0.11168679999999995,0.8878015624999998,0.11168679999999995,平
369,6,2,3,1,11,0.3236316125000001,0.3236316125000001,0.8189976750000003,0.3236316125000001,平
625,6,1,1,4,4,0.39522593749999996,0.39522593749999996,1.0581358375,0.39522593749999996,平
322,10,2,1,7,25,0.6112225500000003,0.6112225500000003,0.8071303749999998,0.6112225500000003,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.9194378375,0.4054436162500001,0.3488036975,0.3488036975,0.3488036975
策略1胜于策略2:0
策略1平于策略2:10
策略1负于策略2:0
