变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
871,13,3,4,6,14,1.2209645624999999,1.2209645624999999,1.2209645624999999,0.8404925499999999,平
485,9,2,2,5,18,0.6525498875,0.6525498875,1.1183012125,0.6525498875,平
221,5,1,2,2,4,0.22897065,0.22897065,0.9787794375000001,0.22897065,平
760,11,3,0,8,9,0.5275952125,1.0342085625,1.0342085625,0.5275952125,胜
840,12,4,3,5,39,1.0921875625,1.0921875625,1.0921875625,0.9996382374999999,平
100,5,1,1,3,4,0.17199652499999998,0.17199652499999998,0.799528675,0.17199652499999998,平
196,5,1,2,2,24,0.6636262,0.6636262,0.9803884999999999,0.6636262,平
752,11,0,1,10,63,1.4414728749999997,1.175558475,1.175558475,1.4414728749999997,负
870,17,3,3,11,45,1.2709891125000001,1.2709891125000001,1.2709891125000001,1.5650325375000003,平
130,3,1,0,2,20,0.5385376875000001,0.5385376875000001,0.9248096125000004,0.5385376875000001,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.05957157125,0.76299123625,0.7808890275,0.8049589225,0.70699545375
策略1胜于策略2:1
策略1平于策略2:8
策略1负于策略2:1
