变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
577,12,2,0,10,42,1.0976133874999998,0.8965043875,1.0976133874999998,0.8965043875,负
343,5,1,1,3,5,0.33026551250000014,0.33026551250000014,0.9142787125,0.33026551250000014,平
436,3,0,0,3,7,0.3743350375000001,0.3743350375000001,1.0773801375,0.3743350375000001,平
882,16,1,7,8,69,1.2888383625000002,1.2888383625000002,1.2888383625000002,1.799215100000001,平
439,9,3,1,5,11,0.5063836624999998,0.5063836624999998,1.0341712250000001,0.5063836624999998,平
639,16,4,3,9,37,0.984670375,0.9701622874999993,0.984670375,0.9701622874999993,负
306,6,1,0,5,117,2.3771503499999986,2.3771503499999986,0.9916464749999999,2.3771503499999986,平
62,0,0,0,0,0,0.03805565,0.03805565,0.9145994875,0.03805565,平
342,6,1,1,4,5,0.341459275,0.341459275,0.9116647124999998,0.341459275,平
234,2,1,0,1,1,0.15752054999999998,0.15752054999999998,0.9786778374999999,0.15752054999999998,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.01935407125,0.7791051812500001,0.7496292162499999,0.7280675074999998,0.58951712
策略1胜于策略2:0
策略1平于策略2:8
策略1负于策略2:2
