变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
76,0,0,0,0,0,0.04303791250000001,0.04303791250000001,0.8809591875,0.04303791250000001,平
746,14,2,1,11,43,1.1658561874999998,1.1658561874999998,1.1658561874999998,1.3143959250000001,平
492,3,1,0,2,2,0.3098290250000001,0.3098290250000001,0.9911279625000005,0.3098290250000001,平
905,17,5,3,9,22,1.2575662250000001,1.2575662250000001,1.2575662250000001,1.0054917375,平
676,17,2,4,11,69,1.1687908999999999,1.6045155999999998,1.1687908999999999,1.6045155999999998,胜
280,7,3,0,4,53,1.2344302999999994,1.2344302999999994,0.8577216625000004,1.2344302999999994,平
98,3,1,1,1,2,0.159113625,0.159113625,0.8940026499999997,0.159113625,平
828,15,4,1,10,28,1.1906599875000003,1.1906599875000003,1.1906599875000003,0.9432575000000002,平
626,9,0,2,7,14,0.5505333500000001,0.5505333500000001,1.1382831875000003,0.5505333500000001,平
969,21,5,3,13,25,1.2587369124999999,1.2587369124999999,1.2587369124999999,0.9395316624999998,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.08037048625,0.81041366375,0.8338554424999998,0.8774279125,0.71431635625
策略1胜于策略2:1
策略1平于策略2:9
策略1负于策略2:0
