变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
399,5,1,1,3,5,0.31072163750000004,0.31072163750000004,1.037613725,0.31072163750000004,平
31,1,0,0,1,1,0.035308074999999994,0.035308074999999994,0.8932328499999999,0.035308074999999994,平
66,0,0,0,0,0,0.03609395000000001,0.03609395000000001,0.9036569875000001,0.03609395000000001,平
829,16,6,3,7,36,1.1919910000000002,1.1919910000000002,1.1919910000000002,1.341893975,平
447,8,1,1,6,45,1.0361757874999995,1.0361757874999995,1.0751028875000004,1.0361757874999995,平
359,6,1,2,3,5,0.28653271249999995,0.28653271249999995,1.0278151624999994,0.28653271249999995,平
249,3,1,1,1,9,0.41967698750000004,0.41967698750000004,0.9739148499999999,0.41967698750000004,平
452,5,0,0,5,5,0.3326924250000002,0.3326924250000002,1.0768188000000003,0.3326924250000002,平
25,1,1,0,0,0,0.022547975000000005,0.022547975000000005,0.8782703749999999,0.022547975000000005,平
830,11,5,2,4,7,0.5922455125,1.1261539374999998,1.1261539374999998,0.5922455125,胜
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.0184570574999998,0.44138890375000006,0.4263986062500001,0.47978944875000007,0.4263986062500001
策略1胜于策略2:1
策略1平于策略2:9
策略1负于策略2:0
