变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
992,16,4,1,11,32,1.2373382624999996,1.2373382624999996,1.2373382624999996,1.0819774249999994,平
85,4,3,0,1,1,0.10189893749999998,0.10189893749999998,0.8802857874999999,0.10189893749999998,平
650,12,2,2,8,43,1.1375187874999997,1.0122272249999995,1.1375187874999997,1.0122272249999995,负
793,16,0,4,12,79,1.3638753499999994,1.3638753499999994,1.3638753499999994,2.1656173,平
515,14,4,3,7,58,1.0895361875,1.2808946999999997,1.0895361875,1.2808946999999997,胜
275,4,3,0,1,1,0.21567061250000008,0.21567061250000008,0.8882292625000003,0.21567061250000008,平
91,1,0,1,0,1,0.09432412499999998,0.09432412499999998,0.9507628874999996,0.09432412499999998,平
716,18,2,3,13,61,1.2000950624999998,1.2000950624999998,1.2000950624999998,1.4537946750000001,平
455,9,3,1,5,21,0.5577232750000001,0.5577232750000001,1.055462875,0.5577232750000001,平
668,9,2,3,4,44,1.1540368500000002,1.1540368500000002,1.1343273625,1.1540368500000002,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.0937431825,0.9118165125,0.8152017449999999,0.8218084399999999,0.7851655562499997
策略1胜于策略2:1
策略1平于策略2:8
策略1负于策略2:1
