变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
663,13,2,2,9,30,1.1652787624999996,0.9370351750000001,1.1652787624999996,0.9370351750000001,负
377,9,0,1,8,16,0.6550409749999998,0.6550409749999998,1.0592048375000005,0.6550409749999998,平
910,20,3,4,13,59,1.1136342750000001,1.1136342750000001,1.1136342750000001,1.8165991375000003,平
990,16,5,2,9,36,1.0913697,1.0913697,1.0913697,1.2206812375,平
226,6,1,1,4,4,0.22539972500000002,0.22539972500000002,1.0021239624999998,0.22539972500000002,平
956,19,4,4,11,44,1.2940502624999994,1.2940502624999994,1.2940502624999994,1.1818984,平
877,17,2,3,12,71,1.2605972249999995,1.2605972249999995,1.2605972249999995,2.0926223125,平
224,7,2,3,2,17,0.4958151749999999,0.4958151749999999,0.9780792,0.4958151749999999,平
746,11,2,4,5,30,1.2897899125,1.1967861125000003,1.1967861125000003,1.2897899125,负
475,8,0,1,7,36,1.0764499875,1.0764499875,1.0977738624999998,1.0764499875,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.1258898199999998,1.0991332037500001,0.9667425999999999,0.9346178612500001,0.923402675
策略1胜于策略2:0
策略1平于策略2:8
策略1负于策略2:2
