变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
873,14,4,2,8,14,1.1088126499999995,1.1088126499999995,1.1088126499999995,0.7641565625,平
525,13,2,1,10,78,0.9217626624999999,0.9625073124999999,0.9217626624999999,0.9625073124999999,胜
48,1,0,1,0,1,0.03617953749999999,0.03617953749999999,0.8438763874999999,0.03617953749999999,平
943,14,3,1,10,53,1.1790438499999996,1.1790438499999996,1.1790438499999996,1.7206714250000008,平
71,0,0,0,0,0,0.03476288749999999,0.03476288749999999,0.83894235,0.03476288749999999,平
938,21,4,2,15,86,1.1520428624999999,1.1520428624999999,1.1520428624999999,1.8247246125000003,平
99,3,1,1,1,2,0.09482127499999995,0.09482127499999995,0.8544821874999997,0.09482127499999995,平
542,9,3,1,5,36,1.1531388000000002,1.1531388000000002,1.0288415125000006,1.1531388000000002,平
557,10,2,0,8,38,0.7435116875,0.7435116875,0.9261140624999997,0.7435116875,平
562,8,2,1,5,6,0.4162076250000001,0.4162076250000001,1.0205931875,0.4162076250000001,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.9874511712499998,0.7750681725000002,0.68402838375,0.6881028487499998,0.63713304625
策略1胜于策略2:1
策略1平于策略2:9
策略1负于策略2:0
