变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
667,16,4,3,9,42,1.1191029875000003,1.0462256875000002,1.1191029875000003,1.0462256875000002,负
179,5,0,1,4,7,0.3080489500000002,0.3080489500000002,0.9608073875,0.3080489500000002,平
548,6,1,2,3,5,0.3951242875,0.3951242875,1.0761773749999999,0.3951242875,平
237,5,1,0,4,5,0.28616380000000013,0.28616380000000013,0.9652656124999999,0.28616380000000013,平
775,15,5,1,9,15,1.0493582875,1.0493582875,1.0493582875,0.7322644250000001,平
408,2,0,1,1,2,0.2849930125000001,0.2849930125000001,0.986578725,0.2849930125000001,平
699,10,1,2,7,61,1.5466861875000002,1.5466861875000002,1.139149275,1.5466861875000002,平
180,7,1,1,5,6,0.22183415,0.22183415,0.8691452624999998,0.22183415,平
60,0,0,0,0,0,0.0338648125,0.0338648125,0.8916826250000002,0.0338648125,平
1,0,0,0,0,0,0.002047437500000002,0.002047437500000002,0.8548670625,0.002047437500000002,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.99121346,0.48572527500000007,0.5247223912500001,0.51743466125,0.4449715837500001
策略1胜于策略2:0
策略1平于策略2:9
策略1负于策略2:1
