变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
479,7,1,1,5,44,0.8640348000000001,0.8640348000000001,0.9292251625000005,0.8640348000000001,平
749,12,1,3,8,23,1.1729069749999999,1.1729069749999999,1.1729069749999999,0.801062975,平
107,2,0,1,1,2,0.08043617500000001,0.08043617500000001,0.9085802749999996,0.08043617500000001,平
556,7,3,1,3,19,0.7676740375000001,0.7676740375000001,0.9892622999999998,0.7676740375000001,平
908,18,2,2,14,80,1.1249029874999998,1.1249029874999998,1.1249029874999998,1.8285948749999996,平
177,3,0,0,3,5,0.19360381249999994,0.19360381249999994,0.9470262625,0.19360381249999994,平
147,5,4,0,1,1,0.18030378749999995,0.18030378749999995,0.8696424875000002,0.18030378749999995,平
766,17,6,4,7,47,1.081817025,1.081817025,1.081817025,1.1792523999999998,平
247,4,1,1,2,3,0.19024126249999998,0.19024126249999998,0.9447329625000002,0.19024126249999998,平
606,11,3,0,8,29,0.7136881999999998,0.7136881999999998,0.9433270875000004,0.7136881999999998,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.9911423525,0.6798892325,0.6369609062499999,0.6369609062499999,0.59977650625
策略1胜于策略2:0
策略1平于策略2:10
策略1负于策略2:0
