变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
665,16,2,3,11,56,1.0672127249999999,1.6753455125000005,1.0672127249999999,1.6753455125000005,胜
544,7,2,0,5,37,0.7076903874999999,0.7076903874999999,1.0566122125000001,0.7076903874999999,平
922,21,6,4,11,111,1.2336658000000003,1.2336658000000003,1.2336658000000003,2.127625674999999,平
217,5,1,1,3,30,0.8104606500000001,0.8104606500000001,0.9412048000000001,0.8104606500000001,平
472,6,1,0,5,51,0.9012406874999999,0.9012406874999999,1.0348714375,0.9012406874999999,平
625,16,1,5,10,65,1.1238873749999994,1.8162197500000006,1.1238873749999994,1.8162197500000006,胜
563,8,0,1,7,43,1.103424075,1.103424075,1.0279595000000001,1.103424075,平
664,12,1,4,7,62,1.104076325,1.7903199124999998,1.104076325,1.7903199124999998,胜
776,11,1,0,10,98,2.544261012500001,1.1461039625,1.1461039625,2.544261012500001,负
164,6,0,1,5,22,0.3946325374999999,0.3946325374999999,0.9636404999999997,0.3946325374999999,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.06992346375,1.38712202,1.0990551575,1.1579103275,0.9516929949999999
策略1胜于策略2:3
策略1平于策略2:6
策略1负于策略2:1
