变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
555,5,1,0,4,5,0.4209064624999999,0.4209064624999999,1.1969091375,0.4209064624999999,平
298,6,0,1,5,17,0.6797913624999998,0.6797913624999998,1.0233248625,0.6797913624999998,平
50,0,0,0,0,0,0.03400907499999999,0.03400907499999999,0.9137068125000001,0.03400907499999999,平
116,2,0,1,1,2,0.10331019999999999,0.10331019999999999,0.9365112999999997,0.10331019999999999,平
139,5,2,0,3,4,0.17264341249999995,0.17264341249999995,1.016541275,0.17264341249999995,平
328,6,0,2,4,37,1.3274393624999998,1.3274393624999998,1.0847731250000001,1.3274393624999998,平
620,5,2,0,3,4,0.4513767999999999,0.4513767999999999,1.0758565625000003,0.4513767999999999,平
246,3,1,1,1,2,0.18892627499999998,0.18892627499999998,0.9828635749999997,0.18892627499999998,平
783,14,3,1,10,69,1.1334988124999996,1.1334988124999996,1.1334988124999996,1.6495901250000002,平
456,8,2,3,3,30,1.2330671250000003,1.2330671250000003,1.1101008375000005,1.2330671250000003,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.04740863,0.6261060199999999,0.5744968887499999,0.5744968887499999,0.53793363625
策略1胜于策略2:0
策略1平于策略2:10
策略1负于策略2:0
