变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
405,6,1,2,3,7,0.4078256250000002,0.4078256250000002,1.0396718999999999,0.4078256250000002,平
93,1,1,0,0,0,0.06492832500000001,0.06492832500000001,0.9328388875000002,0.06492832500000001,平
568,7,1,4,2,6,0.4578664125000002,0.4578664125000002,1.1288000125000002,0.4578664125000002,平
636,12,5,3,4,41,1.1030713374999999,1.0017763750000002,1.1030713374999999,1.0017763750000002,负
583,12,4,2,6,28,1.1186539500000001,0.799667825,1.1186539500000001,0.799667825,负
606,17,1,0,16,38,1.1335844250000002,0.9576426624999999,1.1335844250000002,0.9576426624999999,负
1,0,0,0,0,0,0.002127637500000001,0.002127637500000001,0.8890365499999999,0.002127637500000001,平
984,24,6,1,17,97,1.163349025,1.163349025,1.163349025,2.3844684874999995,平
314,2,1,0,1,1,0.18738668749999993,0.18738668749999993,0.9956504374999998,0.18738668749999993,平
196,5,0,0,5,17,0.6326426875,0.6326426875,0.9721187124999998,0.6326426875,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.0476775237500002,0.6896332725,0.6271436112500001,0.5675213262500001,0.5675213262500001
策略1胜于策略2:0
策略1平于策略2:7
策略1负于策略2:3
