第1组
new,newWebService 1,493.81865867849694,1.7976931348623157E308,inst400707738:inst126661774:inst355237086:inst1191694580,inst1693289365:inst2026723925:inst588107419:inst741310581:inst623545008
new,newWebService 2,6.538466344629354,1.7976931348623157E308,inst1989039961:inst1773572887:inst1482746291:inst39201563,inst685398818:inst754008603:inst23849080:inst836349253:inst651805870
new,newWebService 3,530.4444114173931,1.7976931348623157E308,inst904550990:inst1700259957:inst675565538:inst1039318088,inst1082536051:inst81395165:inst1052424196:inst674743128
new,newWebService 4,310.5569867059863,1.7976931348623157E308,inst1121654516,inst1198871307:inst1239007781:inst918683551:inst1843423704:inst1624881493
new,newWebService 5,399.1446033916137,1.7976931348623157E308,inst170085872:inst313655537:inst469109296:inst1256219701:inst485700681,inst46992473:inst1845266253:inst1802462690
new,newWebService 6,516.9036808660156,1.7976931348623157E308,inst1968151425:inst890418467:inst2087145326,inst1891963179:inst270641617:inst1451809896:inst664297795:inst25275137
new,newWebService 7,37.79271734967829,1.7976931348623157E308,inst1255393031,inst1660722908:inst1265028620
new,newWebService 8,264.86781009251405,1.7976931348623157E308,inst581763676,inst1870866378:inst1693701635:inst1267274995:inst1450171390
new,newWebService 9,146.34134493603912,1.7976931348623157E308,inst893287469:inst1094203398:inst834908400,inst1823757182:inst1201938000:inst93889182:inst1229790814
new,newWebService 10,108.02185188925269,1.7976931348623157E308,inst647708502,inst38185646:inst955551419:inst1055499333:inst394971826
new,newWebService 11,78.33434735083647,1.7976931348623157E308,inst1082119559,inst352567867:inst1543369605
new,newWebService 12,51.31513679032977,1.7976931348623157E308,inst1417817382:inst293995367,inst968045436:inst1458778396
new,newWebService 13,47.57747173677038,1.7976931348623157E308,inst2047822856:inst1489708439:inst247504576:inst314677768,inst477922437:inst1456729712:inst958624426:inst504755112
new,newWebService 14,330.3454059847332,1.7976931348623157E308,inst1312333377:inst1777262207:inst1516743065:inst514378035:inst228452237,inst1881107668:inst2085096642:inst13397433:inst1321350523:inst921548331
new,newWebService 15,120.85254272415554,1.7976931348623157E308,inst1094413755:inst508646345,inst449038948:inst887959605
new,newWebService 16,418.7779526233467,1.7976931348623157E308,inst811567354:inst985661144,inst2087359905:inst1575929748:inst1642699114:inst627844289:inst1620988130
new,newWebService 17,168.7961532648231,1.7976931348623157E308,inst892256794,inst563535877:inst1489291947:inst312021253:inst90206176:inst1767639284
new,newWebService 18,4.070035456883538,1.7976931348623157E308,inst492873186:inst179304931:inst1925753780,inst1084172465:inst1295340258
new,newWebService 19,247.00138584499817,1.7976931348623157E308,inst1539070324:inst67466647,inst640338306:inst1466152814:inst1410651191
new,newWebService 20,318.5669783417188,1.7976931348623157E308,inst1462875764:inst324508918:inst985448695,inst417709263:inst2079777260:inst1618945798
new,newWebService 21,385.5415167831267,1.7976931348623157E308,inst239520197,inst1545409845:inst970298125:inst451295859
new,newWebService 22,391.50802163177303,1.7976931348623157E308,inst1766404604:inst1799795601,inst434086069:inst931179660
new,newWebService 23,110.27782706139463,1.7976931348623157E308,inst1987820039:inst655695011,inst1494417898:inst1647212974
new,newWebService 24,16.89751367575656,1.7976931348623157E308,inst1559342585:inst1594361590,inst1193745394:inst419959860
new,newWebService 25,309.61598543630606,1.7976931348623157E308,inst1635943101,inst1681615666:inst1813107844:inst135674736:inst1120428242:inst1412897566
new,newWebService 26,329.7454159415715,1.7976931348623157E308,inst66242503:inst1241062817,inst1267070952
new,newWebService 27,252.5589161069519,1.7976931348623157E308,inst910490907:inst528102510:inst551243773:inst936496950,inst1458982401:inst784938684:inst1524935671
new,newWebService 28,115.37475142822794,1.7976931348623157E308,inst1362515580:inst1575727835:inst541816449:inst1781765493:inst890418467,inst79762973:inst774489129:inst956365385:inst794353342:inst1347562701
new,newWebService 29,437.4414536260699,1.7976931348623157E308,inst1322162397:inst1980231042:inst1985565220:inst45147794,inst736601122:inst932811852:inst1978192932:inst1674033021
new,newWebService 30,135.31454976972265,1.7976931348623157E308,inst693177062:inst1713776205:inst1625493546,inst197320281:inst291330370:inst143865250:inst824057149
new,newWebService 31,72.83102249972661,1.7976931348623157E308,inst203876473:inst559234504:inst273925019:inst664297795:inst2144495812,inst308130020:inst915816641
new,newWebService 32,348.521740332171,1.7976931348623157E308,inst220467858:inst1259692312:inst1233480134:inst281913620,inst1156063522:inst753604777
new,newWebService 33,415.24630710734493,1.7976931348623157E308,inst457023327,inst1017400969:inst1718895804
new,newWebService 34,326.30304342252407,1.7976931348623157E308,inst704655162:inst781043229,inst431627245:inst1075365638
new,newWebService 35,78.60186955443102,1.7976931348623157E308,inst847402417:inst245049974,inst696658117
new,newWebService 36,455.7174922306554,1.7976931348623157E308,inst1210749049,inst557387733:inst1104657175:inst760558481:inst1867385285:inst817296914
new,newWebService 37,267.4038592153997,1.7976931348623157E308,inst147962618:inst1341828919:inst1890728461:inst690718200,inst1817407125
qosChange,serv1884172269,474.0
qosChange,serv1662767370,235.0
qosChange,serv2143467267,187.0
qosChange,serv387384959,335.0
qosChange,serv566598348,20.0
qosChange,serv719595375,335.0
qosChange,serv91222093,417.0
qosChange,serv302591799,143.0
qosChange,serv1479048527,420.0
qosChange,serv1410230477,403.0
qosChange,serv1845051674,438.0
qosChange,serv2055193052,376.0
qosChange,serv1618937354,460.0
qosChange,serv1354110487,405.0
qosChange,serv952877978,236.0
qosChange,serv433673799,411.0
qosChange,serv1408795976,107.0
qosChange,serv473612582,339.0
qosChange,serv529322432,69.0
qosChange,serv1975519491,373.0
qosChange,serv392710693,453.0
qosChange,serv680884958,247.0
qosChange,serv418927093,368.0
qosChange,serv1913869724,318.0
qosChange,serv177039576,320.0
qosChange,serv1648634809,473.0
qosChange,serv917036563,428.0
qosChange,serv953698296,48.0
qosChange,serv494093108,39.0
qosChange,serv587078874,484.0
qosChange,serv818110880,439.0
qosChange,serv2129744884,271.0
qosChange,serv1796306102,8.0
qosChange,serv533827848,228.0
qosChange,serv1587599225,375.0
qosChange,serv1355544988,99.0
qosChange,serv554718514,326.0
qosChange,serv1485602627,444.0
qosChange,serv26911551,215.0
qosChange,serv1531685370,245.0
qosChange,serv1974495168,352.0
qosChange,serv1186572889,256.0
qosChange,serv551851642,322.0
qosChange,serv1561178820,140.0
qosChange,serv233159566,462.0
qosChange,serv1052828022,229.0
qosChange,serv741714407,116.0
qosChange,serv92860599,149.0
qosChange,serv1754114592,434.0
qosChange,serv632753531,470.0
qosChange,serv1753090269,7.0
qosChange,serv1260306495,401.0
qosChange,serv870337545,232.0
qosChange,serv198340382,130.0
qosChange,serv1925749558,349.0
qosChange,serv626199431,20.0
qosChange,serv1733017791,199.0
qosChange,serv1157693622,98.0
qosChange,serv256917142,337.0
qosChange,serv1144175244,223.0
qosChange,serv594043114,234.0
qosChange,serv1879256675,221.0
qosChange,serv1321339987,344.0
qosChange,serv1331377272,180.0
qosChange,serv424456832,102.0
qosChange,serv1307003421,482.0
qosChange,serv626813614,454.0
qosChange,serv567826714,299.0
qosChange,serv1196404039,510.0
qosChange,serv1064707856,96.0
qosChange,serv70127384,20.0
qosChange,serv1809004124,51.0
qosChange,serv438589393,497.0
qosChange,serv1915098090,198.0
qosChange,serv1947254407,250.0
qosChange,serv110884393,403.0
qosChange,serv906795273,3.0
qosChange,serv116620267,317.0
qosChange,serv261014510,363.0
qosChange,serv1665430237,509.0
qosChange,serv1279968795,322.0
qosChange,serv1650273353,224.0
qosChange,serv1179608611,435.0
qosChange,serv1004492590,300.0
qosChange,serv637054942,134.0
qosChange,serv578886230,9.0
qosChange,serv1442590837,269.0
qosChange,serv177859894,409.0
qosChange,serv1939675984,324.0
qosChange,serv620669692,34.0
qosChange,serv1837269208,265.0
qosChange,serv1212175106,433.0
qosChange,serv1844437491,93.0
qosChange,serv683751830,264.0
qosChange,serv1168549095,243.0
qosChange,serv1395073593,13.0
qosChange,serv1085394479,510.0
qosChange,serv235208250,230.0
qosChange,serv2000915573,382.0
qosChange,serv324710831,92.0
qosChange,serv728402164,394.0
qosChange,serv1926363741,80.0
qosChange,serv1457951726,244.0
qosChange,serv1794053375,242.0
qosChange,serv2038807802,333.0
qosChange,serv859278029,261.0
qosChange,serv74632800,437.0
qosChange,serv103101927,480.0
qosChange,serv1774801253,120.0
qosChange,serv715498007,210.0
qosChange,serv840229912,26.0
delete,serv389227508
delete,serv673306497
delete,serv916216245
delete,serv277603765
delete,serv1613611620
delete,serv784930240
delete,serv831833263
delete,serv743763091
delete,serv2079564773
delete,serv511502681
delete,serv1272390372
delete,serv1551757810
delete,serv1635730652
delete,serv705666857
delete,serv877097780
delete,serv1381761388
delete,serv814833830
delete,serv1440542153
delete,serv1499939193
delete,serv1077201873
delete,serv1050985473
delete,serv1023744712
delete,serv1616888670
delete,serv2082023635
delete,serv1520829859
delete,serv115185766
delete,serv582369415
delete,serv1698814920
delete,serv1543769209
delete,serv1933121884
delete,serv1939061801
delete,serv276375399
delete,serv1762511241
delete,serv1101369589
delete,serv1264811911
delete,serv1571420110
delete,serv1923517

第2组
new,newWebService 1,163.90687415346258,1.7976931348623157E308,inst709972452:inst420361594:inst329222599:inst525433329:inst857647967,inst494915518
new,newWebService 2,82.07602564615317,1.7976931348623157E308,inst1701488323:inst1932922063:inst1176337913:inst735374886:inst2010551162,inst1899739293:inst1180843329:inst561485101
new,newWebService 3,206.16338323077233,1.7976931348623157E308,inst620884271:inst704240800:inst1497493035:inst2007063755,inst790058283:inst1174287099
new,newWebService 4,359.0537667085478,1.7976931348623157E308,inst342949204:inst1053654654:inst324098778:inst545716126:inst227021958,inst702400343:inst903120711:inst2124015324:inst1989252448
