变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
209,5,3,0,2,2,0.1486574375,0.1486574375,0.8818039000000004,0.1486574375,平
518,11,1,3,7,43,1.3722252499999996,1.3722252499999996,1.0802186624999996,1.3722252499999996,平
815,14,4,1,9,26,1.1170503125000004,1.1170503125000004,1.1170503125000004,1.1155695124999991,平
885,15,1,3,11,30,1.1578963750000002,1.1578963750000002,1.1578963750000002,1.0080415875000002,平
111,0,0,0,0,0,0.05730012500000002,0.05730012500000002,0.903095725,0.05730012500000002,平
137,4,1,0,3,13,0.5142202625000001,0.5142202625000001,0.9477585750000002,0.5142202625000001,平
977,16,2,2,12,28,1.2291433625000001,1.2291433625000001,1.2291433625000001,1.1401648625,平
437,8,1,2,5,46,0.7400529499999997,0.7400529499999997,1.0454879375000006,0.7400529499999997,平
328,5,1,2,2,31,0.8187357375,0.8187357375,1.0115108999999995,0.8187357375,平
241,2,1,1,0,2,0.16998133749999994,0.16998133749999994,0.9663776000000004,0.16998133749999994,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.034034335,0.7084949062499999,0.7325263150000001,0.7325263150000001,0.6792942474999999
策略1胜于策略2:0
策略1平于策略2:10
策略1负于策略2:0
