变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
185,4,1,0,3,2,0.1397622,0.1397622,0.9616519750000002,0.1397622,平
457,9,1,2,6,9,0.40736592499999996,0.40736592499999996,1.0586864749999998,0.40736592499999996,平
140,1,0,0,1,22,0.5728033124999999,0.5728033124999999,0.9474378250000001,0.5728033124999999,平
22,0,0,0,0,0,0.015181712499999991,0.015181712499999991,0.8944730624999995,0.015181712499999991,平
121,1,0,1,0,10,0.21513074999999993,0.21513074999999993,0.9529278874999999,0.21513074999999993,平
261,6,1,1,4,33,0.9030100499999998,0.9030100499999998,1.0059674,0.9030100499999998,平
157,4,1,0,3,8,0.20807437499999998,0.20807437499999998,0.9485230124999999,0.20807437499999998,平
920,19,9,3,7,59,1.0548214999999996,1.0548214999999996,1.0548214999999996,1.5507863875000005,平
739,13,2,3,8,73,1.20029825,1.20029825,1.20029825,2.1216706625,平
633,8,1,2,5,32,0.6732375624999999,0.6732375624999999,1.108935575,0.6732375624999999,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.0133722962499998,0.68070229375,0.5389685637499999,0.5389685637499999,0.5389685637499999
策略1胜于策略2:0
策略1平于策略2:10
策略1负于策略2:0
