变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
5,0,0,0,0,0,0.0042230249999999974,0.0042230249999999974,0.8165653875000001,0.0042230249999999974,平
8,1,1,0,0,0,0.014625712499999999,0.014625712499999999,0.8433204374999997,0.014625712499999999,平
207,4,2,1,1,2,0.16264164999999997,0.16264164999999997,0.8162233125000002,0.16264164999999997,平
888,21,6,3,12,64,1.0397627249999997,1.0397627249999997,1.0397627249999997,1.5927871625000007,平
736,9,0,4,5,53,1.2507931999999995,1.0973462125,1.0973462125,1.2507931999999995,负
407,7,2,2,3,6,0.3214076499999999,0.3214076499999999,0.9818532375,0.3214076499999999,平
990,20,3,6,11,40,1.1910074250000002,1.1910074250000002,1.1910074250000002,1.1500062625000003,平
865,14,1,3,10,64,1.1766970499999998,1.1766970499999998,1.1766970499999998,1.4346839250000003,平
190,3,0,2,1,4,0.21770188750000008,0.21770188750000008,0.9128941749999999,0.21770188750000008,平
922,14,5,1,8,57,1.1347764625000005,1.1347764625000005,1.1347764625000005,1.6089738375000002,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.0010446425000001,0.7757844312500002,0.6513636787499999,0.63601898,0.6319188637500001
策略1胜于策略2:0
策略1平于策略2:9
策略1负于策略2:1
