变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
836,12,2,4,6,64,1.26764275,1.26764275,1.26764275,1.3866104750000001,平
94,2,0,0,2,20,0.4949973250000001,0.4949973250000001,0.9719851125000002,0.4949973250000001,平
138,3,1,0,2,14,0.24526958749999989,0.24526958749999989,1.0080469875000002,0.24526958749999989,平
732,12,0,2,10,89,1.2266683625000003,1.2266683625000003,1.2266683625000003,1.8700184125,平
570,5,2,2,1,3,0.39255841249999995,0.39255841249999995,1.17583645,0.39255841249999995,平
354,11,3,1,7,49,0.9866322375,0.9866322375,1.0318351499999996,0.9866322375,平
624,12,3,2,7,39,1.1401113999999999,0.90761815,1.1401113999999999,0.90761815,负
605,12,2,1,9,29,1.1365298375000001,0.8477733624999999,1.1365298375000001,0.8477733624999999,负
149,2,1,0,1,1,0.1106711875,0.1106711875,0.9184216125000002,0.1106711875,平
764,15,3,2,10,60,1.181732725,1.181732725,1.181732725,1.4770590000000001,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.10588103875,0.871920815,0.8182813825,0.76615641,0.76615641
策略1胜于策略2:0
策略1平于策略2:8
策略1负于策略2:2
