变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
692,7,1,2,4,57,1.8696976500000004,1.8696976500000004,1.1682349749999998,1.8696976500000004,平
863,21,2,2,17,78,1.21952115,1.21952115,1.21952115,1.9573772125000013,平
980,22,10,1,11,58,1.1599653000000005,1.1599653000000005,1.1599653000000005,1.8600433875000006,平
125,1,0,0,1,1,0.09320693749999999,0.09320693749999999,0.9225966,0.09320693749999999,平
299,7,3,0,4,14,0.39459511250000007,0.39459511250000007,0.9354849624999998,0.39459511250000007,平
512,11,3,1,7,49,1.23300295,1.23300295,1.0399605,1.23300295,平
444,9,3,0,6,46,1.3908067625,1.3908067625,1.0429219749999998,1.3908067625,平
836,13,1,1,11,64,1.1953962874999995,1.1953962874999995,1.1953962874999995,1.2457843999999996,平
528,10,1,2,7,59,1.1297889749999996,1.1297889749999996,1.1052631000000006,1.1297889749999996,平
338,3,0,1,2,9,0.40725377500000004,0.40725377500000004,1.019614925,0.40725377500000004,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.0808959775000002,1.1581557162500005,1.0093234900000003,1.0093234900000003,0.8826319112500002
策略1胜于策略2:0
策略1平于策略2:10
策略1负于策略2:0
