变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
324,6,2,0,4,16,0.5146426,0.5146426,0.9728083875000001,0.5146426,平
105,3,1,0,2,2,0.103213975,0.103213975,0.8863744625000003,0.103213975,平
665,9,1,0,8,35,1.0225443874999998,1.0225443874999998,1.0184976875,1.0225443874999998,平
898,14,3,1,10,86,1.2320674249999999,1.2320674249999999,1.2320674249999999,1.8876964500000004,平
2,0,0,0,0,0,0.0023522000000000013,0.0023522000000000013,0.8650666374999998,0.0023522000000000013,平
580,8,0,3,5,10,0.56033205,0.56033205,1.147472275,0.56033205,平
725,15,4,2,9,82,1.144286375,1.144286375,1.144286375,1.7685150374999998,平
484,11,1,2,8,49,1.0198822500000002,1.0198822500000002,1.0738413375000004,1.0198822500000002,平
790,15,2,1,12,53,1.1899168749999995,1.1899168749999995,1.1899168749999995,1.237616275,平
907,14,3,2,9,20,1.2630347750000006,1.2630347750000006,1.2630347750000006,0.7741262875,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.0793366237500002,0.8890921512500001,0.8052272912500001,0.8052272912500001,0.7559317725
策略1胜于策略2:0
策略1平于策略2:10
策略1负于策略2:0
