变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
948,14,4,3,7,53,1.2238298125,1.2238298125,1.2238298125,1.3987611875000003,平
888,14,2,4,8,35,1.1364122625,1.1364122625,1.1364122625,0.9531684,平
681,10,2,1,7,18,0.6736919875,0.6736919875,1.0970040374999996,0.6736919875,平
542,8,0,2,6,40,1.2219589000000004,1.2219589000000004,1.1333492124999998,1.2219589000000004,平
845,16,3,4,9,53,1.2280528749999995,1.2280528749999995,1.2280528749999995,1.6746131625000005,平
812,14,1,3,10,47,1.2083006625000006,1.2083006625000006,1.2083006625000006,1.0921929750000001,平
566,19,2,3,14,69,1.0489251499999999,1.7021112999999999,1.0489251499999999,1.7021112999999999,胜
534,8,4,2,2,12,0.6912471625000001,0.6912471625000001,0.9693818250000005,0.6912471625000001,平
798,10,3,1,6,24,0.9520511375,1.1202148874999993,1.1202148874999993,0.9520511375,胜
409,1,0,0,1,1,0.213612525,0.213612525,1.0545274249999996,0.213612525,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.1219998150000001,1.05734087375,0.9598082475000002,1.0419432375000002,0.92101212375
策略1胜于策略2:2
策略1平于策略2:8
策略1负于策略2:0
