变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
898,13,4,3,6,23,0.9869957125000001,0.9869957125000001,0.9869957125000001,0.8569679000000006,平
633,10,3,5,2,14,0.6154831125,0.6154831125,0.9026144500000001,0.6154831125,平
632,17,3,3,11,16,0.9847398374999999,0.6464023875,0.9847398374999999,0.6464023875,负
780,12,5,3,4,45,1.0853398374999998,1.0853398374999998,1.0853398374999998,1.4221536625,平
123,4,1,1,2,3,0.1728411625,0.1728411625,0.8585502625000002,0.1728411625,平
424,10,2,2,6,67,1.7239964375000003,1.7239964375000003,1.0083249000000003,1.7239964375000003,平
965,14,6,0,8,73,1.1628945375000002,1.1628945375000002,1.1628945375000002,2.2869637999999997,平
794,12,1,6,5,36,1.1763817249999997,1.1763817249999997,1.1763817249999997,0.9229706375,平
393,3,1,1,1,3,0.3449018624999998,0.3449018624999998,0.9915876499999996,0.3449018624999998,平
339,5,1,2,2,5,0.2899057125000002,0.2899057125000002,0.9791269375,0.2899057125000002,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.013655585,0.9282586675000001,0.8543479937499999,0.8205142487499998,0.7106032050000001
策略1胜于策略2:0
策略1平于策略2:9
策略1负于策略2:1
