第1组
new,newWebService 1,305.9276457366983,1.7976931348623157E308,inst1565488637:inst1450175612,inst1224265297:inst1320115843:inst1033378171:inst951651742:inst1581261834
new,newWebService 2,407.0188878863323,1.7976931348623157E308,inst338231301:inst1758426539,inst246067983
new,newWebService 3,521.7142268023736,1.7976931348623157E308,inst1865948692:inst233376275:inst1773989379:inst44321162:inst717963183,inst1659904682:inst203470555:inst1713368157:inst2104563381:inst10328610
new,newWebService 4,205.04199523164752,1.7976931348623157E308,inst1754735127,inst1171216184
new,newWebService 5,304.242680812259,1.7976931348623157E308,inst1638603876:inst856005201:inst450677454:inst135268780,inst1050785652:inst1064916083:inst346020119
new,newWebService 6,196.70147001400696,1.7976931348623157E308,inst1607888374,inst1209308196:inst950423376:inst75053514:inst1188829800:inst785754780
new,newWebService 7,418.17684887746356,1.7976931348623157E308,inst1033992354,inst596914246:inst985661144:inst1783406129:inst1263789680:inst2108242127
new,newWebService 8,279.62003665250023,1.7976931348623157E308,inst880172917,inst1305375451:inst2073431387:inst1411671330:inst205719022
new,newWebService 9,406.05424528366706,1.7976931348623157E308,inst879966782,inst1448124798:inst2014436043:inst416676496:inst102908458
new,newWebService 10,437.06567492211025,1.7976931348623157E308,inst1872098966:inst1917977666:inst1531489771:inst98192685,inst950225685:inst518883451:inst1158110114:inst857233567:inst938345851
new,newWebService 11,116.00451457275554,1.7976931348623157E308,inst2004407202:inst1067381259:inst1248632796:inst759948520:inst1132707680,inst2114590092
new,newWebService 12,500.4779733461074,1.7976931348623157E308,inst1447098345,inst1733028365:inst447196399
new,newWebService 13,251.68999391743105,1.7976931348623157E308,inst1499535367:inst1840756615,inst1700461870
new,newWebService 14,183.58220783745887,1.7976931348623157E308,inst1846694440:inst1428260585,inst1576548153
new,newWebService 15,23.04307516996704,1.7976931348623157E308,inst180531205:inst1190470436:inst1178386597:inst1208700365:inst1411467287,inst718991728:inst536501289
new,newWebService 16,35.789299192948604,1.7976931348623157E308,inst157383590:inst2012191798:inst2546144:inst686620832:inst230498829,inst272894344:inst1607884152
new,newWebService 17,380.36211041769167,1.7976931348623157E308,inst851095959:inst1996010553,inst650989774:inst1686943530:inst59896630
new,newWebService 18,425.51308449724814,1.7976931348623157E308,inst1811267387,inst1481307568:inst475669710:inst2111111129:inst2084697038:inst424665097
new,newWebService 19,79.44051406884144,1.7976931348623157E308,inst708338168:inst726969793:inst83037893:inst209202207,inst697480565
new,newWebService 20,143.9668414949747,1.7976931348623157E308,inst1248018613,inst1348380927:inst1448335155
new,newWebService 21,56.05179683948523,1.7976931348623157E308,inst1859194771,inst1418019295:inst571520256:inst438597837:inst1255801079
new,newWebService 22,168.55675709172243,1.7976931348623157E308,inst1431125365,inst225791500:inst1482336151:inst269211338:inst159228269
new,newWebService 23,206.3100890306714,1.7976931348623157E308,inst1925959915:inst1984336854:inst1263390076:inst1315814432,inst93689361:inst553288235:inst1897694831:inst1925349954:inst677410217
new,newWebService 24,304.263035724525,1.7976931348623157E308,inst293181363:inst522776776:inst1851201948:inst1298001033:inst1583310518,inst494717827:inst33265868:inst1717459211:inst1458162083:inst1029078890
new,newWebService 25,384.20491866900136,1.7976931348623157E308,inst431629337:inst1118575157:inst1691453168,inst1979006898:inst2023453227:inst1734669001:inst536905115
new,newWebService 26,385.33270222105693,1.7976931348623157E308,inst1289189984,inst1867383193:inst255491085:inst160256814:inst764870428
new,newWebService 27,186.39545417428178,1.7976931348623157E308,inst193431140:inst1287145522,inst662453116:inst1960978920:inst525643686:inst478124350:inst1599899773
new,newWebService 28,161.37789591398644,1.7976931348623157E308,inst714479998:inst28758322:inst1063485804:inst237259064:inst1777262207,inst2056431954:inst14623669:inst1322782932
new,newWebService 29,164.3555797567053,1.7976931348623157E308,inst729224612:inst1609928614,inst1813724119
new,newWebService 30,464.0624126384113,1.7976931348623157E308,inst718981192:inst1822114454:inst1447920793:inst738441579,inst2023453227
new,newWebService 31,157.11107081425183,1.7976931348623157E308,inst1903840883:inst767733116,inst1485402844:inst1363129763:inst1973271024:inst1251503928
new,newWebService 32,464.63663894005884,1.7976931348623157E308,inst277403982:inst667780980:inst161478866:inst1003474581,inst561693328:inst1143777770:inst743559048:inst1661337091:inst184209951
new,newWebService 33,387.06374895001153,1.7976931348623157E308,inst384324580:inst616576546:inst742749304:inst471155850:inst1837891835,inst1392210943:inst1261335078:inst1208285965
new,newWebService 34,382.0697107722929,1.7976931348623157E308,inst2034516965:inst23234897:inst649351268:inst882221601:inst615142045,inst1825397818:inst1397542991:inst1151349879:inst759748737
new,newWebService 35,489.8319733277894,1.7976931348623157E308,inst1016786786:inst2115204275:inst686006649:inst1657443728:inst713663902,inst28962365:inst789847926:inst92458903:inst1620790439:inst633174245
new,newWebService 36,212.00967222535152,1.7976931348623157E308,inst1653142355:inst512943534:inst107201387:inst296654012,inst663069429:inst1372761092:inst1807784202:inst1186583425:inst1996002109
new,newWebService 37,153.60259518526433,1.7976931348623157E308,inst946742500:inst1061029072:inst1503226817,inst280479119:inst345609941:inst630296799:inst1060006841:inst2105373125
new,newWebService 38,384.9157518114484,1.7976931348623157E308,inst1645574468:inst511710946:inst394973956:inst1134142181,inst2029803284
new,newWebService 39,388.9845036756568,1.7976931348623157E308,inst2046598712,inst1500971998
new,newWebService 40,92.93566965525396,1.7976931348623157E308,inst225589587:inst1313364052:inst369369609:inst314269720,inst1921252586:inst2064008285:inst106997382:inst1951158306:inst1335279041
new,newWebService 41,337.84928316658113,1.7976931348623157E308,inst729432839:inst884478550:inst674332950:inst1516541152:inst1296362489,inst413809586:inst1196208440:inst39203655:inst1954426912
new,newWebService 42,402.40673959601,1.7976931348623157E308,inst401321921,inst1895442142:inst1074334963:inst994051479
new,newWebService 43,23.932953469856233,1.7976931348623157E308,inst1637789872,inst146117939:inst1345930509:inst370591661
new,newWebService 44,438.58068657329477,1.7976931348623157E308,inst893493604,inst380839303
new,newWebService 45,232.51575067710039,1.7976931348623157E308,inst804192936:inst509460349,inst1406751514:inst414015721:inst1301690353
new,newWebService 46,349.65082098307926,1.7976931348623157E308,inst167014957:inst858869981:inst1427646402:inst203266512,inst1964878597:inst1866358832
new,newWebService 47,489.09128537704413,1.7976931348623157E308,inst1591090854,inst1321142296:inst206537248:inst770187718
new,newWebService 48,166.2158033219739,1.7976931348623157E308,inst1229180853:inst1767224922:inst484470185:inst515812536,inst921140283:inst443096901:inst717351092
new,newWebService 49,147.65464247909313,1.7976931348623157E308,inst1073731354,inst1263385854:inst871776268:inst1844441713:inst401319791
new,newWebService 50,287.53518246556337,1.7976931348623157E308,inst1677318515:inst1248437235:inst1617099027:inst1571430684,inst1629389001:inst565580339:inst831019297
new,newWebService 51,151.2317536662401,1.7976931348623157E308,inst106183378:inst292968914:inst1563027683:inst184824134,inst1668921866:inst1805941653
new,newWebService 52,522.3299001182273,1.7976931348623157E308,inst17084623,inst25275137:inst1491550988
new,newWebService 53,292.24068187175584,1.7976931348623157E308,inst1758622138:inst356469674:inst985040647:inst1066760762:inst1507315741,inst51899585
