实验序号,实验结果,重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1,负,1.1222499962499999,0.8165408487499999,0.7982678075,0.76619973125,0.73048163625
2,胜,1.06199747125,0.8765554799999998,0.8349972687499999,0.8302818537499999,0.71888690375
3,胜,1.03909665875,0.6848114862499999,0.66050959625,0.67630548375,0.6461650562499999
4,平,1.04740863,0.6261060199999999,0.5744968887499999,0.5744968887499999,0.53793363625
5,平,1.0793366237500002,0.8890921512500001,0.8052272912500001,0.8052272912500001,0.7559317725
6,胜,1.0911745949999998,0.8750667199999999,0.7935796224999999,0.8336239574999998,0.7776522399999999
7,平,0.99841352,0.5693533,0.53742365875,0.53742365875,0.53742365875
8,平,1.0808959775000002,1.1581557162500005,1.0093234900000003,1.0093234900000003,0.8826319112500002
9,胜,1.0184570574999998,0.44138890375000006,0.4263986062500001,0.47978944875000007,0.4263986062500001
10,负,1.10588103875,0.871920815,0.8182813825,0.76615641,0.76615641
11,平,1.05957157125,0.76299123625,0.7808890275,0.8049589225,0.70699545375
12,平,1.1099988187499998,1.0387962287499997,0.9902458949999999,0.9902458949999999,0.9269965862499999
13,胜,1.1543218350000002,1.19269345375,0.9793060087500001,1.04935499,0.8884030774999999
14,负,1.01906328375,0.59024410375,0.62876118625,0.59024410375,0.5754505275
15,负,1.0746885862500002,0.9390259325000002,0.7982282212500001,0.7796050075000001,0.7719601825000001
16,胜,1.0557120362499999,0.72667817,0.6678791262500001,0.68612439375,0.65992105125
17,胜,1.14268804125,0.8412105174999999,0.80141797625,0.87136324875,0.7649124725
18,负,1.1258898199999998,1.0991332037500001,0.9667425999999999,0.9346178612500001,0.923402675
19,平,1.1445542137500002,1.0273324474999996,0.9029138549999999,0.9029138549999999,0.8437732062499999
20,胜,1.11980004375,0.7601831549999999,0.76695076125,0.7971836649999999,0.7300272525
21,平,1.1321934412499999,0.7258977025000002,0.6274146312500001,0.6274146312500001,0.5899677625000002
22,平,1.11881643125,1.1036214250000003,0.9699623050000004,0.8988596962500003,0.78311546875
23,平,1.0133722962499998,0.68070229375,0.5389685637499999,0.5389685637499999,0.5389685637499999
24,胜,1.1219998150000001,1.05734087375,0.9598082475000002,1.0419432375000002,0.92101212375
25,负,1.0476775237500002,0.6896332725,0.6271436112500001,0.5675213262500001,0.5675213262500001
26,平,1.0133781574999998,0.5447595237499999,0.49631394,0.49631394,0.47216814874999996
27,平,1.05136437375,0.5210184062500001,0.6132144125,0.5916511037500001,0.5210184062500001
28,负,1.01935407125,0.7791051812500001,0.7496292162499999,0.7280675074999998,0.58951712
29,平,1.034034335,0.7084949062499999,0.7325263150000001,0.7325263150000001,0.6792942474999999
30,负,0.99121346,0.48572527500000007,0.5247223912500001,0.51743466125,0.4449715837500001
31,负,1.1224285175,0.9887923950000002,0.9826015912500001,0.9559203249999999,0.8753072725000001
32,负,0.9752609199999999,0.42516000875,0.4526687662500001,0.42516000875,0.42516000875
33,平,1.0346191425,0.7997565337500001,0.75894618625,0.8057506350000001,0.757840705
34,负,0.9945999037500002,0.39544351250000004,0.4540773612500001,0.42878064499999996,0.39544351250000004
35,平,1.0586377274999998,0.8450118274999999,0.760147905,0.7235413575,0.7110800962500001
36,平,1.0782028362499996,0.9006964712500001,0.8706185949999998,0.8561634112499998,0.7928034387499999
37,平,1.05439914375,0.8916238187499997,0.78591342375,0.78591342375,0.7376795475
38,负,1.0883836212499998,0.9094622787499999,0.7618141125,0.699226605,0.699226605
39,平,1.04100025625,0.7836169262500002,0.7699293774999999,0.7702640112500001,0.67784826375
40,平,0.99915391625,0.48127235000000007,0.5011325500000001,0.5011325500000001,0.45092183874999997
41,平,0.9764102612500001,0.35474222125,0.3616354599999999,0.3616354599999999,0.35474222125
42,负,1.0056873712499999,0.6188690574999999,0.6685270225,0.6188690574999999,0.6188690574999999
43,胜,1.1362577362500001,1.2490367325,0.9274066237499999,0.9521575562500001,0.89775156125
44,平,1.0360721025,0.6596772599999998,0.5723971024999999,0.5723971024999999,0.5723971024999999
45,胜,1.0349013937499998,0.7542649712499999,0.7160365675,0.7604803637499999,0.6738903237499999
46,胜,1.03961891125,0.905515595,0.90659060375,0.905515595,0.8237954475
47,平,1.0937431825,0.9118165125,0.8152017449999999,0.8218084399999999,0.7851655562499997
48,平,1.05358872125,0.760551985,0.6977613437499999,0.6977613437499999,0.6839150274999999
49,胜,1.09823835375,0.8716449425,0.8300017475000001,0.8344995875000001,0.8007968
50,胜,1.1060772387499997,1.0368595112499999,0.9343223,0.966400535,0.9023146287499999
51,胜,1.0371331850000003,0.7090540762500002,0.6926060237500001,0.6934779000000001,0.6831810887500002
52,胜,1.0437340124999999,0.8224857450000002,0.68414864875,0.7641544550000001,0.63778681
53,胜,1.042762195,0.82214680875,0.757607615,0.7779622662500001,0.72761418125
54,负,0.9909632762500001,0.56769612375,0.56769612375,0.53508921625,0.5348385062500001
55,胜,1.06992346375,1.38712202,1.0990551575,1.1579103275,0.9516929949999999
56,胜,1.08037048625,0.81041366375,0.8338554424999998,0.8774279125,0.71431635625
57,平,1.0383065649999998,0.6709673225000001,0.6796711262499999,0.696560735,0.6222207962499999
58,平,0.9911423525,0.6798892325,0.6369609062499999,0.6369609062499999,0.59977650625
59,胜,1.0034651537500001,0.6722203462500002,0.54793859125,0.5852635850000002,0.54793859125
60,胜,1.0574841325000002,0.93004790375,0.8334946112500002,0.8490462075000001,0.774637315
61,平,1.04516768375,0.7543558575,0.6227836737499999,0.6227836737499999,0.6227836737499999
62,胜,1.0877105987500002,0.9014598362499999,0.8782228175,0.9046389200000002,0.83659187
63,胜,1.0318778837499998,0.6406783137500002,0.6377130762500001,0.679942715,0.6049073025
64,负,1.07107651625,0.7985307687499998,0.8722580900000001,0.80435701375,0.77486234125
65,胜,1.04813079875,0.8289550899999998,0.7688313937499999,0.7801716725000001,0.7319110524999998
66,平,0.9886641174999999,0.6559214375,0.7394986674999999,0.7394986674999999,0.608279845
67,胜,1.0712304612500003,0.98387063875,0.96323104625,1.0132835137499998,0.8753227525
68,平,1.07357881625,0.9252870549999999,0.8281799487499999,0.8245619924999998,0.7367077074999998
69,胜,0.9523109325,0.4697391025,0.46269138875000004,0.52660407125,0.46269138875000004
70,胜,1.05569332625,0.84955722375,0.74015511375,0.7802801625,0.74015511375
71,胜,1.0284716175,1.028572125,0.91421724875,0.9974721425,0.8437897999999999
72,负,1.0507304,0.82251460375,0.7045107775000001,0.6872763750000002,0.6683703825000001
73,胜,1.00154659375,0.5066685,0.49649784374999995,0.5000254424999999,0.45762581499999994
74,负,0.9703541624999998,0.8663800162500002,0.80421481625,0.7587216562499999,0.71381651375
75,负,0.9829394112500001,0.6971519575,0.7041820249999999,0.67665509125,0.6612269962500001
76,负,0.9318926724999999,0.4870205125,0.4840852149999998,0.46310083749999986,0.46310083749999986
77,平,0.9561405974999999,0.50598263875,0.52737489375,0.52737489375,0.50078825625
78,负,0.9934848200000002,0.65235108125,0.63063432,0.61455777875,0.5893289562499999
79,胜,0.9459330549999999,0.53311720875,0.50347606625,0.5607521262499999,0.50347606625
80,负,0.9447703625000001,0.48565312375,0.4898259412500002,0.48565312375,0.48565312375
81,胜,1.02721593125,0.9698474000000001,0.8234469162500002,0.8482037262500001,0.8207997450000001
82,胜,0.9874511712499998,0.7750681725000002,0.68402838375,0.6881028487499998,0.63713304625
83,胜,0.9649453925,0.6941642650000001,0.64151486625,0.7372491949999999,0.5818910024999999
84,胜,1.0074642775,0.9456192612500001,0.7896596837500001,0.82716589125,0.7666754925000001
85,负,0.9408926424999999,0.6462602225,0.5530276462499999,0.5094894025000001,0.5094894025000001
86,胜,0.9769656662499999,0.7991471600000001,0.6884802600000001,0.7353435150000001,0.6884802600000001
87,平,0.9194378375,0.4054436162500001,0.3488036975,0.3488036975,0.3488036975
88,平,1.01094961125,0.82942919875,0.8820160612499999,0.8617346237499998,0.7819432000000002
89,胜,1.02486438625,1.02626065625,0.80615102125,0.8075868625,0.76986896125
90,负,0.9738454112499999,0.7069900999999998,0.7599474125000001,0.72508942625,0.6317985962500001
91,胜,1.0336510412500002,0.8344787299999998,0.84490383625,0.891939225,0.7414236474999999
92,负,1.00717451125,0.8954507925000001,0.7784909699999998,0.7735836624999999,0.74658059875
93,胜,0.99373125,0.6496996125,0.6444699587499998,0.6940937087499999,0.5969144374999998
94,胜,0.9700296712500001,0.64602233875,0.57410130875,0.60618541625,0.57410130875
95,胜,0.9732953124999998,0.5438181350000001,0.503461085,0.5284573937499999,0.48076822750000003
96,胜,1.0326791975,0.91250345625,0.78160590875,0.83256340375,0.78160590875
97,负,1.0010446425000001,0.7757844312500002,0.6513636787499999,0.63601898,0.6319188637500001
98,负,0.9409856125000001,0.5879936025,0.54586927,0.53287451375,0.53287451375
99,胜,0.95047259875,0.7266541374999999,0.6409145799999999,0.6977298525,0.61200846875
100,负,1.013655585,0.9282586675000001,0.8543479937499999,0.8205142487499998,0.7106032050000001
总胜率:42
总平率:31
总负率:27
