变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
791,14,3,0,11,56,1.0685758375000003,1.0685758375000003,1.0685758375000003,1.3598661124999996,平
276,4,1,0,3,3,0.20022161249999995,0.20022161249999995,0.8570160375,0.20022161249999995,平
838,12,3,1,8,80,1.113666475,1.113666475,1.113666475,1.9927280375000005,平
931,11,3,3,5,32,0.9799180875000001,0.9942765,0.9942765,0.9799180875000001,胜
392,5,2,1,2,10,0.3191465375000001,0.3191465375000001,0.9424664,0.3191465375000001,平
211,7,2,0,5,22,0.43475171249999994,0.43475171249999994,0.905314,0.43475171249999994,平
887,20,3,4,13,90,1.1370003,1.1370003,1.1370003,2.5305654124999997,平
490,8,1,3,4,34,1.001658825,1.001658825,1.0237792625000002,1.001658825,平
658,7,0,2,5,14,0.6648342499999998,0.6648342499999998,1.064812475,0.6648342499999998,平
855,12,1,3,8,30,1.141736575,1.141736575,1.141736575,0.7789159750000002,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.02486438625,1.02626065625,0.80615102125,0.8075868625,0.76986896125
策略1胜于策略2:1
策略1平于策略2:9
策略1负于策略2:0
