变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
814,11,1,1,9,89,2.1814618500000003,1.272143825,1.272143825,2.1814618500000003,负
570,13,0,3,10,36,1.1337927874999998,1.3320847249999999,1.1337927874999998,1.3320847249999999,胜
452,8,3,1,4,12,0.5359985500000004,0.5359985500000004,1.0604183625000003,0.5359985500000004,平
981,14,3,3,8,64,1.2749021375000003,1.2749021375000003,1.2749021375000003,1.9910868625000007,平
512,5,0,1,4,48,1.4913693374999997,1.4913693374999997,1.1076846,1.4913693374999997,平
832,20,6,4,10,65,1.1241653625,1.1241653625,1.1241653625,2.1217455,平
55,1,0,0,1,1,0.048511824999999995,0.048511824999999995,0.905346175,0.048511824999999995,平
800,12,4,1,7,10,1.1881688625,1.1881688625,1.1881688625,0.6127032624999997,平
226,5,0,0,5,5,0.19749005,0.19749005,0.9802601500000001,0.19749005,平
583,9,1,2,6,11,0.5237622875,0.5237622875,1.1412820500000005,0.5237622875,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.11881643125,1.1036214250000003,0.9699623050000004,0.8988596962500003,0.78311546875
策略1胜于策略2:1
策略1平于策略2:8
策略1负于策略2:1
