变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
429,9,2,1,6,50,1.4638498625000003,1.4638498625000003,0.9618070624999999,1.4638498625000003,平
695,18,4,2,12,42,1.0590552125000001,1.0301192000000003,1.0590552125000001,1.0301192000000003,负
994,19,4,4,11,47,1.1852823000000003,1.1852823000000003,1.1852823000000003,1.1099672500000004,平
894,11,3,0,8,80,1.5566451999999997,1.1281371749999995,1.1281371749999995,1.5566451999999997,负
976,10,3,1,6,28,0.8410591624999997,1.1615582124999997,1.1615582124999997,0.8410591624999997,胜
840,10,4,1,5,9,0.5768821375,1.052608325,1.052608325,0.5768821375,胜
750,11,2,2,7,24,0.9792391624999999,1.1108118500000006,1.1108118500000006,0.9792391624999999,胜
396,8,4,0,4,4,0.25993271249999983,0.25993271249999983,0.8098940249999996,0.25993271249999983,平
216,2,0,0,2,2,0.15203051250000002,0.15203051250000002,0.9070460375,0.15203051250000002,平
525,6,1,0,5,5,0.37506209999999995,0.37506209999999995,0.9603102124999998,0.37506209999999995,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.0336510412500002,0.8344787299999998,0.84490383625,0.891939225,0.7414236474999999
策略1胜于策略2:3
策略1平于策略2:5
策略1负于策略2:2
