变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
182,4,0,2,2,4,0.19291950000000005,0.19291950000000005,0.9278620500000001,0.19291950000000005,平
130,2,0,0,2,7,0.20520923749999995,0.20520923749999995,0.8748383000000002,0.20520923749999995,平
319,9,2,4,3,7,0.33497498750000015,0.33497498750000015,0.9663828875,0.33497498750000015,平
664,11,2,4,5,20,0.6921078125000003,0.6921078125000003,1.0649408125000002,0.6921078125000003,平
201,7,2,2,3,39,0.8950289875000003,0.8950289875000003,0.8983326624999997,0.8950289875000003,平
535,12,2,0,10,40,0.9721615375000002,0.9304333625,0.9721615375000002,0.9304333625,负
203,4,0,1,3,4,0.2050702125,0.2050702125,0.9134982750000002,0.2050702125,平
593,11,2,1,8,10,0.5070998625000002,0.5070998625000002,0.8882507125000003,0.5070998625000002,平
465,7,2,1,4,14,0.4215533500000001,0.4215533500000001,0.9139900374999999,0.4215533500000001,平
531,3,0,1,2,21,0.47213392500000007,0.47213392500000007,1.02744635,0.47213392500000007,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.9447703625000001,0.48565312375,0.4898259412500002,0.48565312375,0.48565312375
策略1胜于策略2:0
策略1平于策略2:9
策略1负于策略2:1
