变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
837,14,4,3,7,53,1.2845062750000003,1.2845062750000003,1.2845062750000003,1.4827345249999997,平
991,14,2,4,8,35,1.1813562250000003,1.1813562250000003,1.1813562250000003,1.0062693625,平
439,10,2,1,7,18,0.7236329499999999,0.7236329499999999,1.1492661624999996,0.7236329499999999,平
921,8,0,2,6,40,1.0969266875,1.1643087750000003,1.1643087750000003,1.0969266875,胜
837,16,3,4,9,53,1.2913487125,1.2913487125,1.2913487125,1.728694325,平
431,14,1,3,10,47,1.2273504125000003,1.1034002124999993,1.2273504125000003,1.1034002124999993,负
168,19,2,3,14,69,1.0762549500000003,1.886338224999999,1.0762549500000003,1.886338224999999,胜
810,8,4,2,2,12,0.7876206749999997,1.0078570749999995,1.0078570749999995,0.7876206749999997,胜
103,10,3,1,6,24,1.0160092499999998,1.0160092499999998,1.2189256,1.0160092499999998,平
248,1,0,0,1,1,0.23078872499999994,0.23078872499999994,1.0983165249999998,0.23078872499999994,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.16994907125,1.1062414937499998,0.99157948625,1.0889546424999998,0.9616757799999999
策略1胜于策略2:3
策略1平于策略2:6
策略1负于策略2:1
