变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
129,13,4,2,7,22,1.1485925875,0.9615475000000002,1.1485925875,0.9615475000000002,负
677,2,0,0,2,2,0.1844791,0.1844791,1.012598675,0.1844791,平
708,1,0,0,1,1,0.12853667499999996,0.9503857875000004,0.9503857875000004,0.12853667499999996,胜
146,12,1,3,8,60,1.236673237500001,1.5202130749999996,1.236673237500001,1.5202130749999996,胜
397,13,2,2,9,36,1.337738625,0.9928303250000001,1.337738625,0.9928303250000001,负
703,4,0,0,4,18,0.47153638749999993,1.0206812374999998,1.0206812374999998,0.47153638749999993,胜
658,2,0,0,2,6,0.18977667500000003,0.18977667500000003,0.9614405750000004,0.18977667500000003,平
238,8,1,0,7,26,0.5964540124999999,0.5964540124999999,1.0355850500000001,0.5964540124999999,平
211,0,0,0,0,0,0.04380774999999999,0.04380774999999999,0.9323334375000002,0.04380774999999999,平
392,0,0,0,0,0,0.012492824999999996,0.012492824999999996,0.9349420875,0.012492824999999996,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.0570971300000003,0.5101674325,0.5350087875,0.6472668287500001,0.48181344875
策略1胜于策略2:3
策略1平于策略2:5
策略1负于策略2:2
