变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
125,6,2,0,4,16,0.5049629,0.5049629,1.0105406249999997,0.5049629,平
775,3,1,0,2,2,0.10751748750000001,0.9770125125000002,0.9770125125000002,0.10751748750000001,胜
793,9,1,0,8,35,1.0161268249999997,1.0326609999999996,1.0326609999999996,1.0161268249999997,胜
217,14,3,1,10,86,1.2298735000000003,1.9058818625000005,1.2298735000000003,1.9058818625000005,胜
338,0,0,0,0,0,0.0035868749999999937,0.0035868749999999937,0.8911717874999999,0.0035868749999999937,平
409,8,0,3,5,10,0.5611246,0.5611246,1.1317055625,0.5611246,平
542,15,4,2,9,82,1.1540666000000002,1.7588760125,1.1540666000000002,1.7588760125,胜
865,11,1,2,8,49,1.0053392999999997,1.0833540250000002,1.0833540250000002,1.0053392999999997,胜
422,15,2,1,12,53,1.1772773750000003,1.2336315124999995,1.1772773750000003,1.2336315124999995,胜
879,14,3,2,9,20,1.2334444249999996,1.2334444249999996,1.2334444249999996,0.8043580624999999,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.0921107412500002,0.89014054375,0.7993319887499999,1.0294535725,0.7564233524999999
策略1胜于策略2:6
策略1平于策略2:4
策略1负于策略2:0
