第1组
new,newWebService 1,169.94436122572333,1.7976931348623157E308,inst930146893,inst1785862861:inst1478438566
new,newWebService 2,144.47965257076532,1.7976931348623157E308,inst34090408:inst2019970042:inst812587455,inst475669710:inst287033219:inst1895644055:inst1880287350:inst1468813551
new,newWebService 3,463.25155249195285,1.7976931348623157E308,inst1045874318:inst458668185:inst471366207:inst412587572:inst1866156919,inst1324623351:inst955137019:inst1055495111:inst1387091344:inst172744517
new,newWebService 4,64.46792157083459,1.7976931348623157E308,inst281497128:inst1415566785:inst53752708:inst1727698409:inst1120623841,inst871164215:inst1315816562:inst1771532647
new,newWebService 5,352.51745076346435,1.7976931348623157E308,inst41668831:inst859690299:inst1778696708:inst859078246:inst671880440,inst616168498
new,newWebService 6,246.86165279638456,1.7976931348623157E308,inst364862101:inst1974911660,inst1844031573
new,newWebService 7,185.27349623066536,1.7976931348623157E308,inst1272596507:inst1676704332:inst1162001347:inst720830055,inst1897701183:inst1201117682:inst1055701246:inst841256365
new,newWebService 8,249.43930801298131,1.7976931348623157E308,inst1618743885:inst1251714285,inst1326057852
new,newWebService 9,232.26040055193542,1.7976931348623157E308,inst1245362098:inst80173113,inst1785658856:inst163935598:inst1828670646
new,newWebService 10,210.52888456448648,1.7976931348623157E308,inst1232659816:inst2028572826:inst1483556073,inst1765180460:inst1576138013:inst1669740054:inst463789876:inst1985565220
new,newWebService 11,354.3932907142588,1.7976931348623157E308,inst2100670018:inst1320938253:inst1639830112:inst1787709632,inst830203201
new,newWebService 12,30.86433505278036,1.7976931348623157E308,inst1459392579:inst110278654:inst1940094568:inst426511868,inst318987623:inst181755349:inst1309674732:inst1206649551:inst874643178
new,newWebService 13,130.28694211120438,1.7976931348623157E308,inst1186577111:inst2031435476:inst388615417:inst2025705916:inst824673424,inst847000721:inst1959342506:inst1085190474
new,newWebService 14,350.96286919704517,1.7976931348623157E308,inst289290130:inst1174295543:inst1799795601,inst808075725
new,newWebService 15,52.659004081004376,1.7976931348623157E308,inst90208306,inst1494415768:inst761181108:inst469109296:inst2122176997
new,newWebService 16,243.49124749301745,1.7976931348623157E308,inst50877354,inst106589334:inst1718887360:inst491846733
new,newWebService 17,346.34302372988486,1.7976931348623157E308,inst1712335390:inst972346809:inst1721968849:inst1344700051:inst440025986,inst2003582662:inst1385253017:inst1525962124:inst1677318515:inst1576140105
new,newWebService 18,489.29263911782976,1.7976931348623157E308,inst1899949650:inst2001132282:inst2091450959,inst1973064889:inst1707213661:inst535880754:inst1987199542
new,newWebService 19,181.1055582788751,1.7976931348623157E308,inst1122474834:inst412785263:inst974801449:inst1572455007:inst830609119,inst1634914556
new,newWebService 20,258.809968556583,1.7976931348623157E308,inst534242248,inst1248437235:inst254670767:inst958010243:inst904748681
new,newWebService 21,421.91454221792594,1.7976931348623157E308,inst486117173,inst1023959291
new,newWebService 22,60.15254850382116,1.7976931348623157E308,inst299321101:inst614328041,inst2091450959:inst410942714:inst1140906638:inst1798161317
new,newWebService 23,320.13645564344915,1.7976931348623157E308,inst1894417781:inst882842136:inst547554453:inst404190923,inst1042187090:inst2143273798:inst1329545259
