变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
730,4,0,1,3,22,0.42421121249999993,0.9920284874999998,0.9920284874999998,0.42421121249999993,胜
648,15,6,1,8,20,1.1337636625000005,0.8851739249999999,1.1337636625000005,0.8851739249999999,负
101,13,2,1,10,59,1.1175449375000002,1.2088115500000003,1.1175449375000002,1.2088115500000003,胜
616,18,3,4,11,47,1.1554029624999997,1.2668067374999998,1.1554029624999997,1.2668067374999998,胜
693,8,0,2,6,53,1.2183268999999997,1.2183268999999997,1.0300736124999996,1.2183268999999997,平
853,4,1,0,3,35,0.5536460125,0.9940652,0.9940652,0.5536460125,胜
651,9,1,0,8,9,0.41622480000000006,0.41622480000000006,0.9463872375000001,0.41622480000000006,平
364,6,1,3,2,39,0.8453486500000004,0.8453486500000004,1.1422846875,0.8453486500000004,平
535,9,0,1,8,21,0.8657744250000003,0.8657744250000003,1.0766772374999998,0.8657744250000003,平
436,9,1,3,5,58,1.52575655,1.52575655,1.1276696124999999,1.52575655,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.07158976375,0.92100807625,0.92560001125,1.0218317225,0.8421070150000001
策略1胜于策略2:4
策略1平于策略2:5
策略1负于策略2:1
