变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
867,0,0,0,0,0,0.07847984999999999,1.0105727500000001,1.0105727500000001,0.07847984999999999,胜
286,8,4,2,2,46,1.58440395,1.58440395,1.1380242125000002,1.58440395,平
714,10,2,1,7,39,1.3620292750000003,1.1614061875000004,1.1614061875000004,1.3620292750000003,负
617,4,0,0,4,11,0.4513191125000001,0.4513191125000001,1.0336713249999998,0.4513191125000001,平
232,8,1,0,7,62,1.8214470875000006,1.8214470875000006,1.2137723624999999,1.8214470875000006,平
234,0,0,0,0,0,0.095185125,0.095185125,0.9813960125,0.095185125,平
50,11,2,2,7,19,0.7079434374999999,0.7079434374999999,1.2442694250000002,0.7079434374999999,平
321,13,2,2,9,40,1.0600522749999999,1.4417118500000001,1.0600522749999999,1.4417118500000001,胜
699,3,0,0,3,9,0.31873563749999995,0.31873563749999995,1.0622867125000002,0.31873563749999995,平
495,13,4,0,9,32,1.1328175125,1.1208912250000003,1.1328175125,1.1208912250000003,负
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.1038268775000002,0.8982146550000001,0.8612413262500003,0.9713616362500002,0.7345809425
策略1胜于策略2:2
策略1平于策略2:6
策略1负于策略2:2
