变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
361,1,0,0,1,1,0.03098346250000001,0.03098346250000001,0.8775403874999999,0.03098346250000001,平
872,18,6,2,10,49,1.1757593000000002,1.1757593000000002,1.1757593000000002,1.4319613624999996,平
748,0,0,0,0,0,0.009007487499999998,0.8677523625000003,0.8677523625000003,0.009007487499999998,胜
604,7,1,0,6,29,0.8830944125,0.8830944125,0.9706297750000001,0.8830944125,平
185,12,3,2,7,18,0.9391972874999996,0.7081785874999998,0.9391972874999996,0.7081785874999998,负
150,0,0,0,0,0,0.023563749999999987,0.023563749999999987,0.8737448875,0.023563749999999987,平
396,0,0,0,0,0,0.028508462500000005,0.028508462500000005,0.8713981375000002,0.028508462500000005,平
349,1,0,1,0,1,0.0743850625,0.0743850625,0.9040815875,0.0743850625,平
933,18,6,4,8,34,1.1547346875000006,1.1547346875000006,1.1547346875000006,1.234358575,平
222,9,3,2,4,24,0.6737150999999999,0.6737150999999999,1.0966540875000004,0.6737150999999999,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.9731492500000002,0.50977562625,0.49929490125000014,0.5620675187500002,0.4761930312500001
策略1胜于策略2:1
策略1平于策略2:8
策略1负于策略2:1
