inst115806301,serv463167249,380.0,490.0,inst938341629:inst1732613965:inst511098855,inst2093291378:inst1707832066:inst1538651740:inst1160571068:inst888571696:inst496352149:inst838597720:inst2123195006:inst1408188145
inst736394987,serv1989037869,260.0,1500.0,inst1168349312:inst476691941:inst1769690098:inst686831189,inst2121762597:inst1797746917:inst203874381
inst527898505,serv1364147772,500.0,2330.0,inst1687555583:inst176225572:inst350933583:inst334752338:inst380631038:inst716322547:inst1918585497,inst1151150058:inst306083428:inst64599737:inst1186989381
inst1730359146,serv1089695890,210.0,580.0,inst2113776126:inst762197025:inst256925586,inst1244333515:inst504959155:inst912531147:inst801935987:inst605725257:inst1923297048:inst1992731411
inst1807981893,serv2040036168,490.0,1390.0,inst2058270281,inst1728106457:inst1877414126:inst497578385:inst545507899:inst1463689730:inst448422635:inst1804509282:inst326357819
inst673718767,serv1777464120,400.0,1700.0,inst672080261:inst662659251:inst1284682476,inst326557602:inst338437436:inst638491535
inst1017400969,serv2056831558,310.0,1830.0,inst1594363682:inst1030713212:inst1604194832,inst1580025024:inst1985560998:inst250783756:inst1017400969:inst174383023:inst2001950470:inst868909396:inst1875165659:inst958003929:inst241766572:inst1131277401:inst738237536
inst1741216749,serv2122986741,310.0,610.0,inst1478846614:inst845766003:inst273102571,inst1048532963:inst2016282814:inst385546632:inst1967741247:inst1519397488:inst328198238:inst257127499
inst1308244453,serv1157489579,460.0,1140.0,inst1185554880:inst1618327393:inst637675439:inst810744906,inst1066760762:inst536705294:inst407263930:inst1076802269:inst615556407
inst833072203,serv397012066,120.0,490.0,inst2113776126:inst831629258:inst256925586,inst1317459290:inst1492981267:inst605725257:inst1736301193:inst1992731411
inst1311515151,serv233363609,420.0,430.0,inst712227271,inst1311515151:inst1016374516:inst1945012254:inst1704140654:inst1445665974:inst1494619811:inst924413111:inst1292267251
inst2100461791,serv1084780296,240.0,1540.0,inst672080261:inst662659251:inst1284682476,inst1267274995:inst381861534:inst2001533978:inst1331175359
inst1932713836,serv48212395,360.0,800.0,inst488363548:inst481809448:inst1845876214,inst193021000:inst1736505198:inst1932713836
inst810744906,serv395373560,330.0,680.0,inst1681001483:inst1440550597:inst733120067,inst332497519:inst675975716:inst1635739096
inst733117937,serv39813616,370.0,1300.0,inst774087395,inst524821238
inst1638399833,serv822616296,440.0,2270.0,inst1309266684,inst944075411:inst2071792881:inst46378290:inst1668921866:inst1626928047:inst78940525:inst183599990:inst78126559
inst705063210,serv945915830,360.0,1590.0,inst42276700:inst1868197159:inst1415968481:inst948170649:inst1631433463,inst705063210:inst695429751:inst798246667:inst569059302:inst931581394
inst1131277401,serv2056831558,310.0,1830.0,inst1594363682:inst1030713212:inst1604194832,inst1580025024:inst1985560998:inst250783756:inst1017400969:inst174383023:inst2001950470:inst868909396:inst1875165659:inst958003929:inst241766572:inst1131277401:inst738237536
inst457231554,serv807051364,290.0,1260.0,inst78734390:inst1602966466:inst1104442596,inst1666454560:inst457231554:inst811354867:inst412171080
inst1237777323,serv1643515210,470.0,470.0,inst855801196,inst683957965:inst332911919
inst1149915378,serv807051364,290.0,1260.0,inst78734390:inst1602966466:inst1104442596,inst1666454560:inst457231554:inst811354867:inst412171080
inst698704709,serv1436857055,430.0,1140.0,inst1492160949:inst1353298613:inst2019970042,inst1391388495:inst995689985:inst2114592222
inst296254408,serv1293691178,480.0,2000.0,inst804804989,inst1742853163:inst3770288:inst2053973130:inst2067074978:inst1681622018:inst1826830227
inst699533471,serv1848534859,20.0,30.0,inst1641266743:inst2050897993:inst298910923:inst1385448578,inst1251714285:inst528304423:inst174380931:inst415035860
inst1509982830,serv950831424,180.0,180.0,inst855801196,inst1223449201:inst886731239
inst726153697,serv130956833,300.0,1240.0,inst1411879557:inst1166706546:inst518681538,inst1503014330:inst1087447385:inst2067081330:inst2034106787:inst955132797:inst726153697:inst326353597
inst1404911095,serv393735016,10.0,10.0,inst855801196,inst216991025:inst2038197841:inst1564872362:inst1404911095:inst623332559
inst669015660,serv233363609,420.0,430.0,inst712227271,inst1311515151:inst1016374516:inst1945012254:inst1704140654:inst1445665974:inst1494619811:inst924413111:inst1292267251
inst1788731863,serv878122141,230.0,640.0,inst1379510791:inst1891548779:inst1393643314:inst1870247973:inst1934354472:inst101057465,inst150827398:inst1651512255:inst632141478:inst1919607728:inst1572242558:inst886112834
inst1555451352,serv1640238160,390.0,1030.0,inst1919607728:inst743971318:inst1788731863,inst371411979:inst1886220953:inst3572597:inst793335333:inst582785907
inst102702323,serv1228560356,20.0,710.0,inst1492160949:inst1479873067:inst579712900,inst471361985:inst1164464393:inst947972958:inst102702323:inst647912545:inst1145001914:inst2019970042
inst560873010,serv393528881,480.0,850.0,inst1731383507,inst1121656608:inst2125243690:inst1253556834:inst764256245:inst1629597266:inst1939068115:inst204696791:inst1619766116
inst1087443163,serv1569167421,480.0,1560.0,inst42276700:inst1573470924:inst412171080,inst1087443163:inst1798764926:inst372846480:inst662249111:inst1214840065
inst1681622018,serv1293691178,480.0,2000.0,inst804804989,inst1742853163:inst3770288:inst2053973130:inst2067074978:inst1681622018:inst1826830227
inst1769690098,serv534238026,120.0,1240.0,inst1501794408:inst208377667:inst1201325947,inst542228719:inst1442801194:inst1514898386:inst1769690098:inst686831189
inst2141628940,serv1433580005,440.0,440.0,inst855801196,inst1029690981:inst1042182868:inst1379512883:inst1845876214
inst1338755912,serv1225283306,500.0,990.0,inst565784382:inst1600713777:inst737827396:inst854368787,inst1627958722:inst1566719133:inst746224045:inst492046516:inst1422730846:inst1492163079:inst1823142999
inst754833143,serv1070647773,90.0,1630.0,inst2000311964,inst1447516967:inst1838089526:inst2132618108:inst2095133927:inst1151354101
inst1860416823,serv947554374,120.0,760.0,inst1919607728:inst743971318:inst1925957823,inst1860416823:inst882837914:inst1620992352:inst795998200
inst73202521,serv1293691178,480.0,2000.0,inst804804989,inst1742853163:inst3770288:inst2053973130:inst2067074978:inst1681622018:inst1826830227
inst1095025846,serv1779102626,400.0,400.0,inst855801196,inst402342022:inst861738983:inst1792829231:inst420571951:inst877104132
inst815656278,serv1225283306,500.0,990.0,inst565784382:inst1600713777:inst737827396:inst854368787,inst1627958722:inst1566719133:inst746224045:inst492046516:inst1422730846:inst1492163079:inst1823142999
inst891848746,serv1294715539,320.0,1570.0,inst232755740:inst990774429:inst2144905990:inst758919975,inst1170193953:inst1594363682:inst199164922:inst1602556326
inst1751254034,serv464805793,370.0,1080.0,inst309362608:inst1907736338:inst823853106,inst771008036:inst1353094570:inst1193133303:inst1751254034
inst444941580,serv742534725,160.0,160.0,inst855801196,inst1453046706:inst1759238413:inst1314377839:inst1161183121
inst1110801135,serv879760647,20.0,950.0,inst752365875:inst432039515:inst1948078947:inst146117939:inst1738143742,inst1110801135:inst823651193:inst406843216:inst614529954:inst1133736263
inst281086950,serv807051364,290.0,1260.0,inst78734390:inst1602966466:inst1104442596,inst1666454560:inst457231554:inst811354867:inst412171080
inst955961559,serv44935345,110.0,1080.0,inst78734390:inst287031089:inst1104442596,inst955961559:inst42276700:inst1988425778:inst412171080
inst1260927030,serv1016986607,260.0,380.0,inst865020255:inst1687351578:inst993029248:inst270237791,inst355030951:inst590978551
inst43709071,serv322664277,150.0,1450.0,inst672080261:inst662659251:inst1284682476,inst1982896039:inst1097688713:inst755030834:inst638491535
inst639107848,serv2129540841,180.0,890.0,inst1492160949:inst1353298613:inst2019970042,inst1028670842:inst1885610992
inst2000311964,serv114367578,460.0,1540.0,inst42276700:inst1573470924:inst412171080,inst765474075:inst1307628140:inst615558537:inst683352226:inst1868197159:inst648936868:inst733319850:inst1907523889
inst923191059,serv1089695890,210.0,580.0,inst2113776126:inst762197025:inst256925586,inst1244333515:inst504959155:inst912531147:inst801935987:inst605725257:inst1923297048:inst1992731411
inst1997028562,serv534238026,120.0,1240.0,inst1501794408:inst208377667:inst1201325947,inst542228719:inst1442801194:inst1514898386:inst1769690098:inst686831189
inst730865248,serv1782379676,160.0,530.0,inst2113776126:inst762197025:inst256925586,inst856625736:inst1057541665:inst128304540:inst730865248:inst605725257:inst956161380:inst1992731411
inst461943105,serv325941327,430.0,1590.0,inst1415560433:inst1002654263:inst587699371,inst461943105:inst1282023831
inst826513881,serv2040036168,490.0,1390.0,inst2058270281,inst1728106457:inst1877414126:inst497578385:inst545507899:inst1463689730:inst448422635:inst1804509282:inst326357819
inst1685307116,serv1089695890,210.0,580.0,inst2113776126:inst762197025:inst256925586,inst1244333515:inst504959155:inst912531147:inst801935987:inst605725257:inst1923297048:inst1992731411
inst354820594,serv116006084,460.0,460.0,inst855801196,inst1594769638:inst101057465
inst1783406129,serv1708031887,20.0,1300.0,inst695429751:inst1560362724:inst569059302:inst931581394,inst882425644:inst672080261:inst315498086:inst1769069563
inst768555526,serv742534725,160.0,160.0,inst855801196,inst1453046706:inst1759238413:inst1314377839:inst1161183121
inst1773572887,serv233363609,420.0,430.0,inst712227271,inst1311515151:inst1016374516:inst1945012254:inst1704140654:inst1445665974:inst1494619811:inst924413111:inst1292267251
inst1739782248,serv1503012238,130.0,930.0,inst488363548:inst698298753:inst548984732,inst704655162:inst1165682223:inst432039515:inst1739782248:inst630505064:inst1668711509
inst189741820,serv1708031887,20.0,1300.0,inst695429751:inst1560362724:inst569059302:inst931581394,inst882425644:inst672080261:inst315498086:inst1769069563
inst2067074978,serv1293691178,480.0,2000.0,inst804804989,inst1742853163:inst3770288:inst2053973130:inst2067074978:inst1681622018:inst1826830227
inst1629597266,serv393528881,480.0,850.0,inst1731383507,inst1121656608:inst2125243690:inst1253556834:inst764256245:inst1629597266:inst1939068115:inst204696791:inst1619766116
inst1332401595,serv1297992589,340.0,1050.0,inst1492160949:inst1353298613:inst2019970042,inst1116333004:inst509664354:inst639717809:inst1055701246
inst1098300766,serv947554374,120.0,760.0,inst1919607728:inst743971318:inst1925957823,inst1860416823:inst882837914:inst1620992352:inst795998200
inst1100553493,serv1777464120,400.0,1700.0,inst672080261:inst662659251:inst1284682476,inst326557602:inst338437436:inst638491535
inst513353674,serv1640238160,390.0,1030.0,inst1919607728:inst743971318:inst1788731863,inst371411979:inst1886220953:inst3572597:inst793335333:inst582785907
inst415864622,serv1457337543,200.0,2910.0,inst662049290,inst1615256478:inst1583714344:inst296254408:inst17696714:inst1687969983:inst1870664465
inst1280993156,serv1850173403,30.0,710.0,inst1185554880:inst1618327393:inst637675439:inst810744906,inst1166706546:inst518877099:inst42682618:inst1431745900:inst2074451526:inst309362608:inst1630007406:inst61737087
inst1367841314,serv397012066,120.0,490.0,inst2113776126:inst831629258:inst256925586,inst1317459290:inst1492981267:inst605725257:inst1736301193:inst1992731411
inst1568555330,serv668186898,450.0,450.0,inst855801196,inst593841201:inst1915716495:inst1331993547:inst402135887
inst657741565,serv1850173403,30.0,710.0,inst1185554880:inst1618327393:inst637675439:inst810744906,inst1166706546:inst518877099:inst42682618:inst1431745900:inst2074451526:inst309362608:inst1630007406:inst61737087
inst546734135,serv1084780296,240.0,1540.0,inst672080261:inst662659251:inst1284682476,inst1267274995:inst381861534:inst2001533978:inst1331175359
inst498810973,serv1016986607,260.0,380.0,inst865020255:inst1687351578:inst993029248:inst270237791,inst355030951:inst590978551
inst1896472817,serv737619131,490.0,970.0,inst78734390:inst385546632:inst582373637:inst2073216808:inst1921862547:inst2128520740,inst1896472817:inst910282680:inst1588829721
inst1016784694,serv1846896353,320.0,1770.0,inst672080261:inst755030834:inst638491535,inst2137119302:inst871366128:inst1082529699:inst1846694440:inst1253550482
