变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
983,0,0,0,0,0,0.02287415,0.8945822374999999,0.8945822374999999,0.02287415,胜
78,10,0,1,9,28,1.0166828,1.0166828,1.0692361124999998,1.0166828,平
910,19,6,2,11,67,1.1749788125000005,1.1749788125000005,1.1749788125000005,1.390986825,平
761,3,0,1,2,3,0.23220523750000002,0.9936643375000003,0.9936643375000003,0.23220523750000002,胜
159,8,1,1,6,24,0.4398633499999999,0.4398633499999999,1.00252745,0.4398633499999999,平
277,8,3,2,3,6,0.5639417124999999,0.5639417124999999,1.153863375,0.5639417124999999,平
658,0,0,0,0,0,0.06901795000000002,0.06901795000000002,0.9261805874999999,0.06901795000000002,平
682,11,4,1,6,42,1.3340180250000002,1.3340180250000002,1.0976697749999997,1.3340180250000002,平
785,12,1,1,10,23,1.0447260874999997,1.0447260874999997,1.0447260874999997,0.6603455874999999,平
111,13,3,2,8,53,1.078639125,1.2391002625000003,1.078639125,1.2391002625000003,胜
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.04360679,0.69690359,0.6976947250000001,0.8770575575,0.63562185
策略1胜于策略2:3
策略1平于策略2:7
策略1负于策略2:0
