变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
818,14,3,0,11,56,1.1168500125000005,1.1168500125000005,1.1168500125000005,1.4095736500000002,平
806,4,1,0,3,3,0.20738537499999996,0.8837304874999997,0.8837304874999997,0.20738537499999996,胜
946,12,3,1,8,80,1.168628175,1.168628175,1.168628175,2.1068686250000006,平
138,11,3,3,5,32,1.0296406249999999,1.0296406249999999,1.0183826999999996,1.0296406249999999,平
923,5,2,1,2,10,0.3480888625000001,1.0092469250000007,1.0092469250000007,0.3480888625000001,胜
853,7,2,0,5,22,0.4630475125000002,0.9181245749999997,0.9181245749999997,0.4630475125000002,胜
37,20,3,4,13,90,1.1519336249999999,2.7161575875,1.1519336249999999,2.7161575875,胜
616,8,1,3,4,34,1.047479225,1.047479225,1.0467147749999997,1.047479225,平
526,7,0,2,5,14,0.7232213249999998,0.7232213249999998,1.1511798125000001,0.7232213249999998,平
454,12,1,3,8,30,1.1869424125000003,0.8153112749999994,1.1869424125000003,0.8153112749999994,负
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.06517335,1.08667740625,0.8443217150000001,1.14283902125,0.80595636375
策略1胜于策略2:4
策略1平于策略2:5
策略1负于策略2:1
