变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
451,11,2,4,5,32,0.8802932624999998,0.8802932624999998,0.9657010125000001,0.8802932624999998,平
423,9,2,1,6,28,0.6337080624999999,0.6337080624999999,1.0331207499999997,0.6337080624999999,平
247,3,1,0,2,19,0.5121261374999999,0.5121261374999999,1.0257651375,0.5121261374999999,平
963,13,2,3,8,23,1.1197580875000002,1.1197580875000002,1.1197580875000002,0.7508745249999998,平
80,1,0,0,1,1,0.075908625,0.075908625,0.9347817374999998,0.075908625,平
591,9,2,1,6,54,1.2970259375,1.2970259375,1.1294177374999994,1.2970259375,平
453,7,2,1,4,5,0.27027715,0.27027715,0.9398494499999999,0.27027715,平
745,8,0,0,8,9,0.4170212124999999,1.0696637375,1.0696637375,0.4170212124999999,胜
436,8,2,1,5,42,0.8557406375,0.8557406375,1.0960392500000002,0.8557406375,平
463,5,3,0,2,2,0.31216047500000005,0.31216047500000005,1.0476929,0.31216047500000005,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.0361789799999999,0.6005136025,0.63740195875,0.7026662112500001,0.5837527824999998
策略1胜于策略2:1
策略1平于策略2:9
策略1负于策略2:0
