变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
802,7,1,1,5,44,0.8998585,0.9487553125000001,0.9487553125000001,0.8998585,胜
33,12,1,3,8,23,1.1925126249999998,0.8687734250000002,1.1925126249999998,0.8687734250000002,负
848,2,0,1,1,2,0.08836391250000002,0.9279981249999999,0.9279981249999999,0.08836391250000002,胜
549,7,3,1,3,19,0.7869257374999998,0.7869257374999998,1.0641309250000002,0.7869257374999998,平
716,18,2,2,14,80,1.176817825,1.176817825,1.176817825,1.8906948375000006,平
690,3,0,0,3,5,0.1954752125,0.1954752125,0.9789850874999997,0.1954752125,平
291,5,4,0,1,1,0.18451661249999995,0.18451661249999995,0.8905088624999997,0.18451661249999995,平
397,17,6,4,7,47,1.0744481374999997,1.2095653375000002,1.0744481374999997,1.2095653375000002,胜
208,4,1,1,2,3,0.20220550000000004,0.20220550000000004,0.9423833375000005,0.20220550000000004,平
290,11,3,0,8,29,0.7273108250000002,0.7273108250000002,0.9552983249999999,0.7273108250000002,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.01518385625,0.7053689900000001,0.6528434887499998,0.7228343912499999,0.6204695687499999
策略1胜于策略2:3
策略1平于策略2:6
策略1负于策略2:1
