变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
781,14,2,3,9,42,1.2701585125000006,1.2701585125000006,1.2701585125000006,1.4502221375000002,平
547,16,3,3,10,39,1.2071865875000005,1.3173340750000004,1.2071865875000005,1.3173340750000004,胜
688,3,0,0,3,21,0.40173796249999993,0.40173796249999993,1.042031975,0.40173796249999993,平
139,10,1,4,5,38,1.2268371249999999,1.2268371249999999,1.0729406375000001,1.2268371249999999,平
494,19,4,3,12,52,1.0535465499999999,1.7280367749999996,1.0535465499999999,1.7280367749999996,胜
982,11,2,2,7,19,0.7772715000000001,1.2175410125000004,1.2175410125000004,0.7772715000000001,胜
619,5,1,1,3,4,0.2967382999999999,0.2967382999999999,1.0452874749999999,0.2967382999999999,平
63,4,0,3,1,6,0.49031034999999984,0.49031034999999984,1.1258520500000007,0.49031034999999984,平
837,8,2,1,5,11,0.602259475,1.0630724750000002,1.0630724750000002,0.602259475,胜
296,3,0,0,3,18,0.7014430875,0.7014430875,0.9999774999999997,0.7014430875,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.1097594775000004,0.8992190787500001,0.802748945,0.9713209675,0.78735929625
策略1胜于策略2:4
策略1平于策略2:6
策略1负于策略2:0
