变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
935,11,1,1,9,89,2.1685843375,1.2944760250000003,1.2944760250000003,2.1685843375,负
350,13,0,3,10,36,1.1956131749999999,1.3627455750000004,1.1956131749999999,1.3627455750000004,胜
569,8,3,1,4,12,0.54904335,0.54904335,1.0971726125000003,0.54904335,平
603,14,3,3,8,64,1.2988541375,2.0741316625000006,1.2988541375,2.0741316625000006,胜
238,5,0,1,4,48,1.4096003749999997,1.4096003749999997,1.1487797124999997,1.4096003749999997,平
863,20,6,4,10,65,1.1899306750000005,1.1899306750000005,1.1899306750000005,2.2182669875,平
98,1,0,0,1,1,0.054894725,0.054894725,0.9671498125,0.054894725,平
514,12,4,1,7,10,1.2316269125,0.6447629125,1.2316269125,0.6447629125,负
444,5,0,0,5,5,0.20634298750000002,0.20634298750000002,1.0481634875000003,0.20634298750000002,平
845,9,1,2,6,11,0.5662244000000001,1.1749307375,1.1749307375,0.5662244000000001,胜
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.16466972875,1.1254597312499999,0.9870715074999998,0.9960859025,0.81489221
策略1胜于策略2:3
策略1平于策略2:5
策略1负于策略2:2
