变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
69,12,1,0,11,60,1.1928974625000002,1.675055825,1.1928974625000002,1.675055825,胜
135,13,4,3,6,51,1.163335925,1.7276946125,1.163335925,1.7276946125,胜
555,10,2,3,5,26,0.7747537375000003,0.7747537375000003,1.088801125,0.7747537375000003,平
630,5,1,1,3,6,0.2350652749999999,0.2350652749999999,0.9145162374999997,0.2350652749999999,平
974,11,1,3,7,16,0.6735440625000002,1.16194075,1.16194075,0.6735440625000002,胜
900,18,5,1,12,49,0.9375186624999996,0.9375186624999996,0.9375186624999996,1.2291999749999996,平
411,10,3,1,6,55,1.1605187625000002,1.1605187625000002,1.1242857625,1.1605187625000002,平
884,8,2,1,5,18,0.5765468125000001,1.0307044875,1.0307044875,0.5765468125000001,胜
707,9,3,0,6,46,1.1587761374999999,1.123649625,1.123649625,1.1587761374999999,负
508,5,1,1,3,19,0.3664245125000002,0.3664245125000002,0.9748153375000005,0.3664245125000002,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.0712465375,0.9577579712500001,0.823938135,1.019332625,0.8168021837500001
策略1胜于策略2:4
策略1平于策略2:5
策略1负于策略2:1
