变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
520,3,0,0,3,13,0.3007047125,0.3007047125,1.0080709124999996,0.3007047125,平
112,4,1,1,2,9,0.3212054625,0.3212054625,1.0243645249999997,0.3212054625,平
558,13,2,1,10,15,1.1878672250000002,0.6764520999999999,1.1878672250000002,0.6764520999999999,负
328,9,3,0,6,32,1.0832952124999997,1.0832952124999997,1.1551784124999998,1.0832952124999997,平
815,16,4,2,10,54,1.1842321875000008,1.1842321875000008,1.1842321875000008,1.4614640625000004,平
822,16,5,2,9,15,1.2770277000000008,1.2770277000000008,1.2770277000000008,0.8318080124999998,平
961,13,2,2,9,55,1.3161260125,1.3161260125,1.3161260125,1.1506613124999996,平
494,11,1,3,7,47,1.2377102875000001,1.2377102875000001,1.3063594874999997,1.2377102875000001,平
905,11,3,2,6,66,1.424269,1.3267585375000002,1.3267585375000002,1.424269,负
84,12,1,3,8,74,1.2066946625,1.9696344875000005,1.2066946625,1.9696344875000005,胜
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.1992679662500003,1.045720465,1.0539132462500003,1.0693146700000002,0.93195224875
策略1胜于策略2:1
策略1平于策略2:7
策略1负于策略2:2
