变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
758,4,0,1,3,4,0.3765705749999999,1.1097081999999996,1.1097081999999996,0.3765705749999999,胜
658,15,3,1,11,76,1.1314650499999999,1.9634709250000004,1.1314650499999999,1.9634709250000004,胜
908,10,4,3,3,55,1.5620642749999998,1.0914900999999995,1.0914900999999995,1.5620642749999998,负
575,6,4,0,2,2,0.2300884375,0.2300884375,0.8707458875000003,0.2300884375,平
121,9,1,2,6,12,0.5252819125000003,0.5252819125000003,1.1142947124999993,0.5252819125000003,平
39,5,1,0,4,9,0.2716189375000001,0.2716189375000001,0.9520908999999997,0.2716189375000001,平
592,4,1,0,3,4,0.19904609999999995,0.19904609999999995,0.9865599125,0.19904609999999995,平
659,6,0,1,5,6,0.314517975,0.314517975,1.0524345999999998,0.314517975,平
873,15,4,2,9,50,1.1829332374999997,1.1829332374999997,1.1829332374999997,1.2596328875,平
81,15,2,3,10,59,1.1723273749999998,1.6491346499999995,1.1723273749999998,1.6491346499999995,胜
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.0664049974999998,0.8351426675000001,0.6965913875,0.8537290475000001,0.64953397
策略1胜于策略2:3
策略1平于策略2:6
策略1负于策略2:1
