变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
94,16,4,1,11,32,1.2272060249999999,1.1085908999999998,1.2272060249999999,1.1085908999999998,负
665,4,3,0,1,1,0.104898125,0.104898125,0.9242721499999998,0.104898125,平
596,12,2,2,8,43,1.1290274500000004,1.044384125,1.1290274500000004,1.044384125,负
17,16,0,4,12,79,1.2188027000000006,2.102105512500001,1.2188027000000006,2.102105512500001,胜
588,14,4,3,7,58,1.0834983500000006,1.2949944875,1.0834983500000006,1.2949944875,胜
184,4,3,0,1,1,0.23356316249999995,0.23356316249999995,0.9130783250000001,0.23356316249999995,平
916,1,0,1,0,1,0.1007391875,0.9419716375000002,0.9419716375000002,0.1007391875,胜
168,18,2,3,13,61,1.2097471,1.4929020375000002,1.2097471,1.4929020375000002,胜
598,9,3,1,5,21,0.5599217249999999,0.5599217249999999,1.0578391,0.5599217249999999,平
927,9,2,3,4,44,1.1636941124999995,1.1630793999999998,1.1630793999999998,1.1636941124999995,负
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.08685222375,0.9205793375000002,0.8031097937500002,1.0046411112500002,0.7827224775000001
策略1胜于策略2:4
策略1平于策略2:3
策略1负于策略2:3
