变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
457,1,1,0,0,0,0.0941585875,0.0941585875,0.9312909874999997,0.0941585875,平
347,11,2,0,9,79,1.1992855874999997,1.1992855874999997,0.9898582625000006,1.1992855874999997,平
852,13,4,1,8,53,1.0032651500000007,1.0032651500000007,1.0032651500000007,1.0183078374999999,平
725,13,2,2,9,55,1.054305675,1.054305675,1.054305675,0.9561162624999999,平
327,1,0,0,1,1,0.08708107500000002,0.08708107500000002,0.9170233874999999,0.08708107500000002,平
682,1,1,0,0,0,0.0678740875,0.0678740875,0.8771072375,0.0678740875,平
798,15,3,6,6,57,1.113166875,1.113166875,1.113166875,1.8002620624999999,平
609,12,1,0,11,63,1.0326983624999997,1.1977674249999999,1.0326983624999997,1.1977674249999999,胜
31,8,1,3,4,24,0.7557711250000002,0.7557711250000002,1.1710498250000003,0.7557711250000002,平
695,1,0,0,1,4,0.2981761874999999,0.2981761874999999,0.9485468125000001,0.2981761874999999,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.0038312575000001,0.74748002375,0.6705782712499999,0.6870851775,0.6398165975000001
策略1胜于策略2:1
策略1平于策略2:9
策略1负于策略2:0
