变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
633,15,3,3,9,57,1.1881398375000003,1.3903025249999994,1.1881398375000003,1.3903025249999994,胜
305,11,2,1,8,33,0.7776617750000002,0.7776617750000002,1.1610533375,0.7776617750000002,平
469,3,0,1,2,10,0.42972254999999987,0.42972254999999987,1.1236229500000001,0.42972254999999987,平
769,10,1,1,8,16,0.5057327375000003,1.1066451125000003,1.1066451125000003,0.5057327375000003,胜
747,16,4,0,12,43,1.1244890125,1.1244890125,1.1244890125,1.036392225,平
270,18,3,4,11,83,1.2800373500000002,1.6980528999999993,1.2800373500000002,1.6980528999999993,胜
499,1,0,0,1,4,0.203873275,0.203873275,0.9565653249999999,0.203873275,平
508,4,0,0,4,25,0.35943766250000003,0.35943766250000003,0.9658669000000002,0.35943766250000003,平
792,6,1,1,4,6,0.2856085625,1.0248510000000004,1.0248510000000004,0.2856085625,胜
12,9,1,0,8,24,0.6921843624999999,0.6921843624999999,1.0242575999999997,0.6921843624999999,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.0955528425,0.7378968575,0.6846887125000001,0.8807220175000001,0.6758790337500001
策略1胜于策略2:4
策略1平于策略2:6
策略1负于策略2:0
