变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
10,0,0,0,0,0,0.09006388750000002,0.09006388750000002,0.9088604874999996,0.09006388750000002,平
236,10,4,0,6,54,1.5261360625000002,1.5261360625000002,1.0939919375000005,1.5261360625000002,平
956,10,2,2,6,25,0.5967962374999998,0.9234916375,0.9234916375,0.5967962374999998,胜
584,7,2,1,4,20,0.7358051125,0.7358051125,0.9985983625000001,0.7358051125,平
17,4,0,0,4,40,1.0527125499999999,1.0527125499999999,0.8966884750000002,1.0527125499999999,平
420,16,8,0,8,80,1.1410979625000004,1.8556861249999996,1.1410979625000004,1.8556861249999996,胜
310,12,5,1,6,14,1.1622507125,0.8680463125000001,1.1622507125,0.8680463125000001,负
339,14,3,4,7,39,1.0648633375,1.0841238375000002,1.0648633375,1.0841238375000002,胜
776,4,0,0,4,4,0.1323106875,0.9188943875000003,0.9188943875000003,0.1323106875,胜
790,22,3,2,17,61,0.8973566125000003,0.8973566125000003,0.8973566125000003,1.2040325499999998,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.0006093912499998,0.9145713362500001,0.8399393162500001,0.9952316525,0.7517020562500001
策略1胜于策略2:4
策略1平于策略2:5
策略1负于策略2:1
