变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
240,2,1,0,1,1,0.10211837500000001,0.10211837500000001,0.767627925,0.10211837500000001,平
2,7,2,1,4,6,0.301779275,0.301779275,0.9782741750000004,0.301779275,平
837,9,2,1,6,9,0.5928243750000004,1.125077025,1.125077025,0.5928243750000004,胜
480,8,1,0,7,36,1.0083167875000005,1.0083167875000005,1.027727,1.0083167875000005,平
647,6,3,0,3,17,0.6009978875000003,0.6009978875000003,0.8793524374999999,0.6009978875000003,平
664,1,1,0,0,0,0.04390934999999998,0.04390934999999998,0.8781870624999998,0.04390934999999998,平
437,1,0,0,1,1,0.0604061875,0.0604061875,0.8736219625000002,0.0604061875,平
837,9,1,1,7,25,0.8022304624999999,1.0630030749999995,1.0630030749999995,0.8022304624999999,胜
863,14,2,2,10,35,1.0899612875000002,1.0899612875000002,1.0899612875000002,1.1661584125000002,平
408,3,0,1,2,3,0.1678328125,0.1678328125,0.9013819875000003,0.1678328125,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.9584213937499999,0.4846573925000001,0.47703768000000013,0.55634020625,0.47703768000000013
策略1胜于策略2:2
策略1平于策略2:8
策略1负于策略2:0
