第1组
new,newWebService 1,143.2701112366676,1.7976931348623157E308,inst1021294332:inst908238218:inst1839936297:inst410326401:inst1277928555,inst2100665796:inst1652330481
new,newWebService 2,11.928233098342764,1.7976931348623157E308,inst909262541,inst1332201812
new,newWebService 3,248.81867402338324,1.7976931348623157E308,inst1892167184:inst73208873:inst2093699426,inst1175931957:inst1676088019:inst2754409:inst75045070
new,newWebService 4,109.80602308030889,1.7976931348623157E308,inst884276637:inst801326026:inst1928210512,inst1236761406:inst611252904:inst1353302835:inst716938822
new,newWebService 5,458.8152043911559,1.7976931348623157E308,inst2005429433,inst2028158426:inst1212177198:inst62140913
new,newWebService 6,191.11349366237752,1.7976931348623157E308,inst2138970295:inst49861475:inst2071580394:inst775925722:inst86924904,inst972134360:inst1284074607
new,newWebService 7,87.17787033269437,1.7976931348623157E308,inst1601534095,inst95944180:inst323288996:inst1518587706
new,newWebService 8,70.49117680821826,1.7976931348623157E308,inst106177064:inst577662086:inst1105271358:inst484888807:inst1576750066,inst1749201128:inst933015895:inst167831053
new,newWebService 9,422.962701364956,1.7976931348623157E308,inst469523658,inst1235120770:inst2098825377
new,newWebService 10,461.87094489371964,1.7976931348623157E308,inst1442592929:inst58255994,inst647918859:inst348472629:inst1398556778:inst73206743:inst415046396
new,newWebService 11,365.6168000158185,1.7976931348623157E308,inst542226627,inst750113148:inst1158316249
new,newWebService 12,383.4375111435937,1.7976931348623157E308,inst875875766:inst2129551415:inst832045750:inst1546030380,inst1265638581:inst776127635:inst1025801840:inst664920422
new,newWebService 13,515.9597006034818,1.7976931348623157E308,inst316120713:inst1127392520:inst2074041348,inst607769719:inst326974094:inst290310269:inst563325520
new,newWebService 14,230.180438723267,1.7976931348623157E308,inst1889710452:inst1136813492,inst668397255:inst463173601:inst2056633867:inst1990270457
new,newWebService 15,348.30672283349537,1.7976931348623157E308,inst383502170:inst585648595:inst1542132795:inst1248433013:inst1730153011,inst1853862723:inst1465328274
new,newWebService 16,83.36685711960953,1.7976931348623157E308,inst1345103877:inst2054589405:inst1022930746:inst1106697415:inst2078548894,inst1327898309:inst452930181:inst1965492780:inst686212784
new,newWebService 17,165.54394107663657,1.7976931348623157E308,inst122774763:inst1193539259,inst1610955067:inst1633896547:inst249345033:inst1202962361:inst742953309
new,newWebService 18,491.36802716072833,1.7976931348623157E308,inst893689165:inst1063889630:inst891646833:inst921548331,inst1249863292:inst162097271:inst57643941:inst1707018100
new,newWebService 19,478.4251840432908,1.7976931348623157E308,inst643817269:inst1916742948:inst1725241677:inst1699641552:inst1740396431,inst991392834:inst1093385210:inst421390139
new,newWebService 20,87.96443259397357,1.7976931348623157E308,inst1312743517:inst406845346:inst58054081:inst1180025103,inst806645446:inst402543935:inst2078342759:inst1088063698:inst449857136
new,newWebService 21,215.2877569037637,1.7976931348623157E308,inst136084876:inst409718570,inst1956685953:inst2000513877:inst1617917215:inst242380755:inst557997694
new,newWebService 22,516.7206234054177,1.7976931348623157E308,inst51083489,inst639728345:inst1807371932
new,newWebService 23,237.58524657582208,1.7976931348623157E308,inst403166562:inst1540704646,inst1662159501:inst1343873381:inst503522524:inst1799383331:inst1178590602
new,newWebService 24,323.38958679911667,1.7976931348623157E308,inst885086381:inst1029491160:inst1345919973:inst1635530831:inst2051106220,inst153698492:inst1303524458:inst796200113:inst2018533411:inst2024683685
new,newWebService 25,23.40457196904836,1.7976931348623157E308,inst794155651,inst281503442
new,newWebService 26,432.20242843897483,1.7976931348623157E308,inst1339572008:inst1357189846:inst1500351463,inst1832153831:inst61737087:inst1431123273
new,newWebService 27,137.23077608116625,1.7976931348623157E308,inst1176544048:inst1709880750:inst524617233,inst1289595940:inst713870037:inst1919206032:inst428768779
new,newWebService 28,471.6978214821174,1.7976931348623157E308,inst294409729,inst374489208:inst1555249439
new,newWebService 29,289.12865477251955,1.7976931348623157E308,inst1643927480:inst305258888:inst1964258062:inst2097794702:inst694405428,inst1398356995
new,newWebService 30,263.8100037902988,1.7976931348623157E308,inst1080685058:inst922574784:inst1651306120:inst1646802834,inst453338229:inst2130981694
new,newWebService 31,447.6123136010311,1.7976931348623157E308,inst23026670,inst1427646402:inst1351045886:inst1127596525:inst625179330
new,newWebService 32,457.56398429906255,1.7976931348623157E308,inst1103834765,inst1807777888:inst1255805301
new,newWebService 33,354.3315372644677,1.7976931348623157E308,inst1824783635:inst1084990653:inst1139066219:inst46992473:inst2091446737,inst376335979:inst985865187:inst1861443276
new,newWebService 34,154.83854529072912,1.7976931348623157E308,inst1735074919:inst534658740:inst1179823190:inst1126767763,inst603470438
new,newWebService 35,316.74581997630787,1.7976931348623157E308,inst1571626245,inst1356365306:inst1851818261:inst982787920
new,newWebService 36,202.11103687165829,1.7976931348623157E308,inst1464308135:inst1763748051:inst1828881003,inst473008973:inst1103218452:inst31421189:inst889797932
new,newWebService 37,256.5156592048227,1.7976931348623157E308,inst1986379224:inst1095438116:inst775107534:inst953708870,inst2030619380:inst177453938:inst1238391506
new,newWebService 38,369.9905526896967,1.7976931348623157E308,inst1943571439:inst1006747409:inst1546232293,inst1974913752:inst605925078:inst227436358:inst568245336:inst1369065458
new,newWebService 39,345.55581469167697,1.7976931348623157E308,inst940802583:inst317145074:inst2043931623,inst929122532
new,newWebService 40,91.64444628027594,1.7976931348623157E308,inst1823342820:inst692562879:inst1278740429:inst1059798614,inst1324831616:inst1656629762:inst533428244:inst969473585:inst1282028053
new,newWebService 41,152.362376298561,1.7976931348623157E308,inst1216280918:inst1159540393:inst1061024850:inst907638,inst57225319
qosChange,serv1626309642,244.0
qosChange,serv768955130,12.0
qosChange,serv1880281036,34.0
qosChange,serv685800514,80.0
qosChange,serv653644197,370.0
qosChange,serv38381245,260.0
qosChange,serv35922383,216.0
qosChange,serv1948278768,429.0
qosChange,serv334952159,485.0
qosChange,serv1860412601,510.0
qosChange,serv293989015,358.0
qosChange,serv2132407751,152.0
qosChange,serv1163019356,225.0
qosChange,serv1019239296,353.0
qosChange,serv1507107476,115.0
qosChange,serv918264929,165.0
qosChange,serv1844233486,8.0
qosChange,serv1377049837,474.0
qosChange,serv893072890,451.0
qosChange,serv1695537870,202.0
qosChange,serv1944387535,234.0
qosChange,serv92860599,155.0
qosChange,serv154100226,92.0
qosChange,serv1417808938,202.0
qosChange,serv798038440,345.0
qosChange,serv391686332,153.0
qosChange,serv1852630135,270.0
qosChange,serv896553945,122.0
qosChange,serv1807365618,497.0
qosChange,serv1048526611,412.0
qosChange,serv1846076035,210.0
qosChange,serv1925749558,351.0
qosChange,serv2110492724,60.0
qosChange,serv457021197,461.0
qosChange,serv354204281,254.0
qosChange,serv1361278770,275.0
qosChange,serv2047408456,120.0
qosChange,serv642788724,184.0
qosChange,serv1283860028,403.0
qosChange,serv937517089,374.0
qosChange,serv752773923,475.0
qosChange,serv304434348,126.0
qosChange,serv370795666,181.0
qosChange,serv1439723927,300.0
qosChange,serv1782787724,458.0
qosChange,serv140787983,390.0
qosChange,serv1303522328,203.0
qosChange,serv1925339418,344.0
qosChange,serv134437926,485.0
qosChange,serv1443819203,55.0
qosChange,serv959842256,222.0
qosChange,serv1055901029,153.0
qosChange,serv173558483,29.0
qosChange,serv310374265,211.0
qosChange,serv625175108,311.0
qosChange,serv1779920852,195.0
qosChange,serv837158997,474.0
qosChange,serv1569167421,475.0
qosChange,serv1266654460,421.0
qosChange,serv536284580,53.0
qosChange,serv1916942769,269.0
qosChange,serv827121712,519.0
qosChange,serv1033575862,132.0
qosChange,serv891434346,143.0
qosChange,serv391072149,307.0
qosChange,serv1095225629,261.0
qosChange,serv1149296973,437.0
qosChange,serv1739571891,214.0
qosChange,serv1212379111,149.0
qosChange,serv1747970670,306.0
qosChange,serv706076997,175.0
qosChange,serv1987193190,473.0
qosChange,serv493068747,511.0
qosChange,serv1192512806,188.0
qosChange,serv1392616861,465.0
qosChange,serv1929026608,251.0
qosChange,serv1830304968,185.0
qosChange,serv1372544421,430.0
qosChange,serv1658876137,463.0
qosChange,serv716932508,165.0
qosChange,serv1967737025,224.0
qosChange,serv1504854787,149.0
qosChange,serv334541981,341.0
qosChange,serv1759030186,310.0
qosChange,serv1414531888,180.0
qosChange,serv974588962,479.0
qosChange,serv930348806,491.0
qosChange,serv1823957003,522.0
qosChange,serv384722092,178.0
qosChange,serv1362303093,60.0
qosChange,serv1692260820,387.0
qosChange,serv902289857,331.0
qosChange,serv39813616,350.0
qosChange,serv1174078872,186.0
qosChange,serv1865328157,199.0
qosChange,serv1569985609,189.0
qosChange,serv934035996,352.0
qosChange,serv1946230084,469.0
qosChange,serv2031229341,131.0
qosChange,serv369771343,460.0
qosChange,serv491430241,31.0
qosChange,serv1063683495,392.0
qosChange,serv1840750301,222.0
qosChange,serv522358192,345.0
qosChange,serv1844437491,105.0
qosChange,serv361782742,468.0
qosChange,serv1493181088,99.0
qosChange,serv126451417,30.0
qosChange,serv1032141361,345.0
qosChange,serv1232041411,469.0
qosChange,serv778990323,165.0
qosChange,serv1145199605,111.0
qosChange,serv236026476,448.0
qosChange,serv1549298986,193.0
qosChange,serv2064818067,458.0
qosChange,serv1407977788,168.0
qosChange,serv1875365442,293.0
qosChange,serv1994361473,62.0
qosChange,serv1533323876,236.0
qosChange,serv398854615,202.0
qosChange,serv1954628825,206.0
qosChange,serv1798968969,429.0
qosChange,serv718571014,68.0
qosChange,serv1903424391,189.0
qosChange,serv1418423121,159.0
delete,serv105968799
delete,serv716112190
delete,serv1378484338
delete,serv1692464825
delete,serv838797541
delete,serv1015962246
delete,serv78934211
delete,serv1779306669
delete,serv1183499844
delete,serv1818631269
delete,serv1721958275
delete,serv1390978355
delete,serv883037697
delete,serv1670549836
delete,serv1990676375
delete,serv1939061801
delete,serv163931376
delete,serv1602756109
delete,serv232545383
delete,serv1351039572
delete,serv765678080
delete,serv1234090095
delete,serv32031150
delete,serv482009231
delete,serv789641791
delete,serv1122874438
delete,serv133823743
delete,serv2103528484
delete,serv1096658038
delete,serv459069881
delete,serv1440748288
delete,serv315289859
delete,serv1636140792
delete,serv1842184802
delete,serv945095512
delete,serv634392075
delete,serv426299381
delete,serv219027043
delete,serv1943159169
delete,serv1539467836
delete,serv1462049094

第2组
new,newWebService 1,199.24212636077655,1.7976931348623157E308,inst721242325:inst552467917:inst2022226953:inst230503051:inst409720662,inst119081221:inst297072596:inst1457135630:inst1320528113:inst1196618618
new,newWebService 2,4.399686003995537,1.7976931348623157E308,inst67672782:inst795583800:inst1265232625:inst1299843582,inst423438823:inst1302500097:inst993233253:inst168443106:inst689494056
new,newWebService 3,291.4972724741661,1.7976931348623157E308,inst380631038:inst1468195146:inst361589273:inst645865953,inst185240626
new,newWebService 4,126.78074003403684,1.7976931348623157E308,inst1622018805:inst941824814:inst1051610192:inst890414245:inst1979829346,inst1572856741:inst511921303:inst1235528818:inst2132620200
new,newWebService 5,343.300926150952,1.7976931348623157E308,inst117038889:inst1156263343:inst728608299:inst2088788092,inst200391196:inst1965905050
