变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
302,20,2,1,17,89,1.2624393500000006,1.8884336625000007,1.2624393500000006,1.8884336625000007,胜
462,9,2,4,3,22,0.6112456624999999,0.6112456624999999,1.0782435624999998,0.6112456624999999,平
892,18,3,6,9,39,1.2268425374999998,1.2268425374999998,1.2268425374999998,1.3971236125000002,平
488,23,3,4,16,155,1.2489682375,4.287828112499999,1.2489682375,4.287828112499999,胜
500,11,5,1,5,31,1.1160855,1.1160855,1.2620919375,1.1160855,平
731,5,1,0,4,4,0.16381812500000006,0.960905975,0.960905975,0.16381812500000006,胜
223,14,4,0,10,25,1.2181130125000001,0.9847423375000005,1.2181130125000001,0.9847423375000005,负
121,6,1,2,3,26,1.2160816750000003,1.2160816750000003,1.3389305124999995,1.2160816750000003,平
66,7,0,2,5,6,0.4801697,0.4801697,1.1799556875,0.4801697,平
729,7,2,0,5,33,1.0404015124999997,1.0193823124999994,1.0193823124999994,1.0404015124999997,负
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.1795873124999998,1.31859299,0.9584165312499999,1.3791717474999996,0.9329775437500001
策略1胜于策略2:3
策略1平于策略2:5
策略1负于策略2:2
