变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
641,4,1,0,3,45,0.8984311499999998,0.8984311499999998,1.0166667249999999,0.8984311499999998,平
150,9,1,1,7,38,0.7601546250000003,0.7601546250000003,1.0866950875000003,0.7601546250000003,平
81,3,1,1,1,14,0.47822921250000017,0.47822921250000017,0.9090690749999997,0.47822921250000017,平
727,10,2,1,7,9,0.5882324375,1.0006992000000001,1.0006992000000001,0.5882324375,胜
427,14,1,3,10,52,1.183109575,1.3878594749999995,1.183109575,1.3878594749999995,胜
867,5,1,0,4,36,0.8111149499999997,1.1046457750000007,1.1046457750000007,0.8111149499999997,胜
759,2,1,0,1,1,0.15938661249999997,0.9547745375000002,0.9547745375000002,0.15938661249999997,胜
73,14,5,2,7,23,1.0039386625,0.7518314,1.0039386625,0.7518314,负
768,5,1,0,4,4,0.27992615,0.9265868124999999,0.9265868124999999,0.27992615,胜
834,7,3,0,4,56,1.1292199124999995,0.9407795625,0.9407795625,1.1292199124999995,负
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.0126965012500002,0.7244385924999998,0.7291743287499999,0.920399175,0.6851195674999999
策略1胜于策略2:5
策略1平于策略2:3
策略1负于策略2:2
